content,cleaned_text
"GK bisa login cok..SMS-nya tak masuk""",GK bisa login cokSMSnya tak masuk
Jelek,Jelek
B*b*,Bb
"Sangat tidak memuakan, sy topup kaspro spy tdk repot tapi drivernya pada gam mau terima orderan sy, Memang sangat membabikan.. jjr sy sangat sangat kecewa. Tolong dong ksih edukasi sma drive2nya",Sangat tidak memuakan sy topup kaspro spy tdk repot tapi drivernya pada gam mau terima orderan sy Memang sangat membabikan jjr sy sangat sangat kecewa Tolong dong ksih edukasi sma drivenya
"Mau bayar pake non tunai, sudah top up maxim wallet, malah ga bisa kepake uangnya. Gimana mau maju aplikasi indonesia kalau gini pengembangnya",Mau bayar pake non tunai sudah top up maxim wallet malah ga bisa kepake uangnya Gimana mau maju aplikasi indonesia kalau gini pengembangnya
"Dak perlu download, fasilitas dak enak, galak ngatur penumpang dan pelayanan sangat amat buruk apolagi hobi cancel wong sekendak jidat",Dak perlu download fasilitas dak enak galak ngatur penumpang dan pelayanan sangat amat buruk apolagi hobi cancel wong sekendak jidat
"Kode OTP buat daftar tidak dikirimkan, aplikasi yang sangat buruk kalah dengan grab dan gojek",Kode OTP buat daftar tidak dikirimkan aplikasi yang sangat buruk kalah dengan grab dan gojek
Susah dapet driver,Susah dapet driver
banyak driver yang klo pas dikasih uang lebih sengaja ga ngasih kembalian. dan klo pas diminta pun kadang ada yang ngedumel.,banyak driver yang klo pas dikasih uang lebih sengaja ga ngasih kembalian dan klo pas diminta pun kadang ada yang ngedumel
sangat baik,sangat baik
Jelek anj,Jelek anj
Untuk para deprave nya adakan uang kecil lah jangan sampai tidak ada kembali nya,Untuk para deprave nya adakan uang kecil lah jangan sampai tidak ada kembali nya
"apk gak jelas, sementara nunggu driver langsung ke loh out sendiri apk nya, pas mau login ulang di suruh masukin kode terus kodenya gak muncul2, mana drivernya udah ada lagi jadi gak bisa hubungin driver.",apk gak jelas sementara nunggu driver langsung ke loh out sendiri apk nya pas mau login ulang di suruh masukin kode terus kodenya gak muncul mana drivernya udah ada lagi jadi gak bisa hubungin driver
"tidak ada promo kayak aplikasi yang lain.nya,,,, tolong kasih promo seperti aplikasi ijo sebelah. biar costumer semakin bertambah, dan permudah pencari di alamat tujuan dan alamat penjemputan",tidak ada promo kayak aplikasi yang lainnya tolong kasih promo seperti aplikasi ijo sebelah biar costumer semakin bertambah dan permudah pencari di alamat tujuan dan alamat penjemputan
NGISI KASPRO MALAH SALDO GAMASUK PARAH,NGISI KASPRO MALAH SALDO GAMASUK PARAH
Kenapa tidak bisa menemukan titik lokasi di mana masa di Jayapura,Kenapa tidak bisa menemukan titik lokasi di mana masa di Jayapura
"Aplikasi bobrok, gak bisa login terus, gak guna!",Aplikasi bobrok gak bisa login terus gak guna
"gajelas adik saya di bikin kesasar di bawa kemana tau,udh kyk mau di culik kata adik saya",gajelas adik saya di bikin kesasar di bawa kemana tauudh kyk mau di culik kata adik saya
Padahal udah lama nih aplikasi tapi nyari alamat susahnya minta ampun dibenahin dong biar customer nyaman nyari alamat sampe Berjam jam nggk ketemu titiknya Mulu kacau nih aplikasi,Padahal udah lama nih aplikasi tapi nyari alamat susahnya minta ampun dibenahin dong biar customer nyaman nyari alamat sampe Berjam jam nggk ketemu titiknya Mulu kacau nih aplikasi
Kenapa mau login masukin nmr tlpn kode Verifikasi nya gk dikirim kirim si lama bnr ampun,Kenapa mau login masukin nmr tlpn kode Verifikasi nya gk dikirim kirim si lama bnr ampun
aplikasi asu padahal dari pihak maxim ngasi uang tunai 200 rb tapi ga bisa digunain anjg lawak bat sama aja kaya scam jir aduhh bewan epep aja lah yok kita,aplikasi asu padahal dari pihak maxim ngasi uang tunai rb tapi ga bisa digunain anjg lawak bat sama aja kaya scam jir aduhh bewan epep aja lah yok kita
"Harga murah ,driver GK punya untung ,abis pake bensin ,,,",Harga murah driver GK punya untung abis pake bensin
"Tidak biksa di akses, notif di layar ada bug aplikasi tidak dapat di gunakan, setelah itu auto close. Niatnya buat kiriman pesanan tAPI SEPERti ini. HP A04. SAMSUNG",Tidak biksa di akses notif di layar ada bug aplikasi tidak dapat di gunakan setelah itu auto close Niatnya buat kiriman pesanan tAPI SEPERti ini HP A SAMSUNG
"aplikasi gajelas, cari drivernya susah bgt pada nolak rezeki. sama sistem aplikasinya yg aneh masa saya pesan makanan udah di konfirmasi tapi pas di cek malah gabisa dan akhirnya ke double. terus juga masa saya di marah marahin sm drivernya, dikatain kudet, disuruh belajar lagi yg bener PADAHAL DIA YG SALAH LOHHH GA NGERTI SAYA PESAN DI JAM BERAPA TAPI DIA MALAH DATANG DULUAN SEBELUM WAKTUNYA TAPI MALAH NYALAHIN SAYA GA NGERTI PAKAI APLIKASI??!!!! POKONYA BIG NOO SAYA KECEWA BERAT.",aplikasi gajelas cari drivernya susah bgt pada nolak rezeki sama sistem aplikasinya yg aneh masa saya pesan makanan udah di konfirmasi tapi pas di cek malah gabisa dan akhirnya ke double terus juga masa saya di marah marahin sm drivernya dikatain kudet disuruh belajar lagi yg bener PADAHAL DIA YG SALAH LOHHH GA NGERTI SAYA PESAN DI JAM BERAPA TAPI DIA MALAH DATANG DULUAN SEBELUM WAKTUNYA TAPI MALAH NYALAHIN SAYA GA NGERTI PAKAI APLIKASI POKONYA BIG NOO SAYA KECEWA BERAT
ok,ok
Driver nya ugal ugal an pengalaman jelek naek Maxim,Driver nya ugal ugal an pengalaman jelek naek Maxim
"apa' an bgt, dri sekolah dpt 200rb saldo Maxim, emg masuk siee, tp ga bisa d pakeeeee, ampun bgttt sieee. dari awal jg udh curiga si masa iya 1 orang dpt 200rb, bang IKBAL gua tandain ya lu",apa an bgt dri sekolah dpt rb saldo Maxim emg masuk siee tp ga bisa d pakeeeee ampun bgttt sieee dari awal jg udh curiga si masa iya orang dpt rb bang IKBAL gua tandain ya lu
"apa²an bgt, dri sekolah dpt 200rb saldo Maxim, emg masuk siee, tp ga bisa d pakeeeee, ampun bgt dahh🙄. dari awal jg udh curiga si masa iya 1 orang 200rb😭😭😭😭, bang IKBAL gua tandain ya lu🥴🥴🫵🏻🫵🏻🫵🏻.",apaan bgt dri sekolah dpt rb saldo Maxim emg masuk siee tp ga bisa d pakeeeee ampun bgt dahh dari awal jg udh curiga si masa iya orang rb bang IKBAL gua tandain ya lu
"kasihan driver nya jauh jauh yang dapat dari lokasi penjemputan, perbaiki aplikasi nya agar lebih bagus, naikkan tarif untuk driver.",kasihan driver nya jauh jauh yang dapat dari lokasi penjemputan perbaiki aplikasi nya agar lebih bagus naikkan tarif untuk driver
"Sebenernya udah bagus tapi sayang mapnya suka ngaco,mungkin bisa pake map google aja yah. Kalo nyasar kan malah merepotkan. Mau cancel orderan makanan susahnya minta ampun, apk suka ngeblank.",Sebenernya udah bagus tapi sayang mapnya suka ngacomungkin bisa pake map google aja yah Kalo nyasar kan malah merepotkan Mau cancel orderan makanan susahnya minta ampun apk suka ngeblank
"Titik nya tidak jelas dan, nyari alamat nya susah, lain yang di cari lain yang keluar, ntah emang daerah yang di cari ga ada di maps nya, ntah emang error maxim nya, masa dari dulu2 nyari alamat perumahan pesona lebak wangi 2 yang di Tangerang, yang keluar malah yang di Jakarta,",Titik nya tidak jelas dan nyari alamat nya susah lain yang di cari lain yang keluar ntah emang daerah yang di cari ga ada di maps nya ntah emang error maxim nya masa dari dulu nyari alamat perumahan pesona lebak wangi yang di Tangerang yang keluar malah yang di Jakarta
Segera hadirkan pembayaran nomor tunai dong,Segera hadirkan pembayaran nomor tunai dong
Maps di aplikasi versi android 3.15 keatas kok cuman kotak2 kosong tidak ada jalan dan rutenya ?!! Mohon diperbaiki aplikasinya. Terima kasih,Maps di aplikasi versi android keatas kok cuman kotak kosong tidak ada jalan dan rutenya Mohon diperbaiki aplikasinya Terima kasih
Cara laporkan druiver ga bisa,Cara laporkan druiver ga bisa
leher,leher
Penipu kelas kakap Scam scam scam scam scam,Penipu kelas kakap Scam scam scam scam scam
Tindak lanjuti driver plat BM 1638 VF,Tindak lanjuti driver plat BM VF
tindak lanjuti BM 1638 VF,tindak lanjuti BM VF
Jelek aplikasinya susah dikasih kode verifikasi,Jelek aplikasinya susah dikasih kode verifikasi
Hancurin tarif ojol,Hancurin tarif ojol
Aplikasi nya ga jelas.. Ketika hari hujan tidak mau Terima order.,Aplikasi nya ga jelas Ketika hari hujan tidak mau Terima order
isi saldo maxime wallet melalui saldo bank yg terisi ga sesuai sm nominal waktu top up nya hadeh,isi saldo maxime wallet melalui saldo bank yg terisi ga sesuai sm nominal waktu top up nya hadeh
"Parah sih, setiap pesen car pasti dapat driver yang ugal ugalan, pernah dapat lagi mabuk drivernya, dipintunya ada minuman. Lapor ke pengaduan juga ga ada tanggapan sama sekali ini aplikasi. Sorry saya uninstall , perbaiki dulu sistemnya...",Parah sih setiap pesen car pasti dapat driver yang ugal ugalan pernah dapat lagi mabuk drivernya dipintunya ada minuman Lapor ke pengaduan juga ga ada tanggapan sama sekali ini aplikasi Sorry saya uninstall perbaiki dulu sistemnya
"Drever nya jelek...aplikasi tidak bermutu maxim mending gojek.. yg ramah"" drver nya",Drever nya jelekaplikasi tidak bermutu maxim mending gojek yg ramah drver nya
Bagus,Bagus
Mas atau mba tolong donk kalau terima karyawan jangan asal terima aja & kalau mau terima karyawan Maxim harus dengan teliti secara detail baik seluk beluk karyawan Maxim mau pun yang gojek maximnya soalnya kasihan da 4 orang yang ketipu di mintai uang lebih dari harga yang sesuai dengan orderan nih yang seharusnya 62k malah lebih 2x lipat dari sesuai harga order,Mas atau mba tolong donk kalau terima karyawan jangan asal terima aja kalau mau terima karyawan Maxim harus dengan teliti secara detail baik seluk beluk karyawan Maxim mau pun yang gojek maximnya soalnya kasihan da orang yang ketipu di mintai uang lebih dari harga yang sesuai dengan orderan nih yang seharusnya k malah lebih x lipat dari sesuai harga order
"aplikasi bosok, ga guna. driver segitu banyak ada di satu tempat, gada yg acc. posisi lagi mau nganterin ibu ke IGD, tapi para driver nya gada yg acc hampir setengah jam lebih",aplikasi bosok ga guna driver segitu banyak ada di satu tempat gada yg acc posisi lagi mau nganterin ibu ke IGD tapi para driver nya gada yg acc hampir setengah jam lebih
Apk buruk,Apk buruk
"Update lah maps nya biar bisa mencari sesuai titik akurat, bukan kita yang cari sendiri rute jalan nya",Update lah maps nya biar bisa mencari sesuai titik akurat bukan kita yang cari sendiri rute jalan nya
"najis aplikasi apaan, katanya dapet 200rb.. ga jelas lo, hoax banget najis",najis aplikasi apaan katanya dapet rb ga jelas lo hoax banget najis
"Drivernya angkuh"" semua, emosian mulu",Drivernya angkuh semua emosian mulu
Kalau pesen ini jarang dapet yg bener deh,Kalau pesen ini jarang dapet yg bener deh
Paraaaaaahhhhhhhh !! Jangan download aplikasi eror,Paraaaaaahhhhhhhh Jangan download aplikasi eror
"Nasib driver gk di pikir, jualan jaket + helm itu yg paling penting",Nasib driver gk di pikir jualan jaket helm itu yg paling penting
maxim penipu disuruh masukin kode malah ga di aktifin udah nunggu seminggu,maxim penipu disuruh masukin kode malah ga di aktifin udah nunggu seminggu
Aplikasi menyediakan e-walet yang bernama KASPRO tetapi banyak driver membatalkan orderan karena memakai KASPRO..... TOLONG DIPERBAIKI PELAYANANNYA... Terimakasih,Aplikasi menyediakan ewalet yang bernama KASPRO tetapi banyak driver membatalkan orderan karena memakai KASPRO TOLONG DIPERBAIKI PELAYANANNYA Terimakasih
"Saya gak bisa log in ke apk maxim customer, tidak bisa menerima kode otp untuk log in",Saya gak bisa log in ke apk maxim customer tidak bisa menerima kode otp untuk log in
"Keranjang pesan makanan tdk bisa kebuka sama skli,",Keranjang pesan makanan tdk bisa kebuka sama skli
"Driver maxim penipu, suami saya kena scam, tarif di aplikasi 13rb, tapi dia minta uang 15rb lagi untuk biaya parkir, padahal biaya parkirnya 4rb, suami saya ngga tau karena bukan warga setempat",Driver maxim penipu suami saya kena scam tarif di aplikasi rb tapi dia minta uang rb lagi untuk biaya parkir padahal biaya parkirnya rb suami saya ngga tau karena bukan warga setempat
Saa kecewa sudah isi saldo wallet banyak driver banyak yang menolak.niat hati mau dipakai tiap hari dikendari malah jadi saldo mati auto balik lagi pake go jek.,Saa kecewa sudah isi saldo wallet banyak driver banyak yang menolakniat hati mau dipakai tiap hari dikendari malah jadi saldo mati auto balik lagi pake go jek
uang saya hilang di maxim wallet,uang saya hilang di maxim wallet
sering bug,sering bug
"Gimana sih,pesen makanan mau di batalin tp g bisa,maksa banget klo ngefood...,yg namanya batal itu ga jadi order bukan malah ngasih pilihan ubah order atau naikin harga order,",Gimana sihpesen makanan mau di batalin tp g bisamaksa banget klo ngefoodyg namanya batal itu ga jadi order bukan malah ngasih pilihan ubah order atau naikin harga order
Gak bisa login nomor padahal nomornya bener,Gak bisa login nomor padahal nomornya bener
Aplikasi tolol..banyak driver lo yg olat gak sesuai..motor nya gak sesuai dengan aplikasi..tolol banget dah...dah kek mau maling aja..,Aplikasi tololbanyak driver lo yg olat gak sesuaimotor nya gak sesuai dengan aplikasitolol banget dahdah kek mau maling aja
bug system,bug system
"Driver maxim semakin hari semakin suka² khususnya driver mobil🤔 Bukan hanya kasar tapi juga suka menaikkan harga dalam sekejab bukan hanya ribuan tapi sampe ratusan ""Khususnya Driver atas nama Roland M Sau dengan Daihatsu Sigra wrna putih, nopol DH1276DK "" Dia naikkan harga bukan main yg harga awalnya RP 60.500 jadi Rp 189.000 padahal kami hanya dua orang dan hnya ad 1 keyboard gereja yg dibawa, tapi dia ubah jadi cargo.. Tolong di notice orang ini supaya tidak memakan banyak korban 🤔",Driver maxim semakin hari semakin suka khususnya driver mobil Bukan hanya kasar tapi juga suka menaikkan harga dalam sekejab bukan hanya ribuan tapi sampe ratusan Khususnya Driver atas nama Roland M Sau dengan Daihatsu Sigra wrna putih nopol DHDK Dia naikkan harga bukan main yg harga awalnya RP jadi Rp padahal kami hanya dua orang dan hnya ad keyboard gereja yg dibawa tapi dia ubah jadi cargo Tolong di notice orang ini supaya tidak memakan banyak korban
"Driver maxim khususnya driver mobil suka menaikkan harga maxim tanpa persetujuan customer yg sbnrnya tidak ad perubahan rute tapi tiba2 harga mendadak naik bukan hanya ribuan tapi puluhan dan driver mobil suka marah2, ngomong kasar dan suka batalkan orderan sesuka mereka.. Tolong diberi perhatian khusus kepada driver mobil",Driver maxim khususnya driver mobil suka menaikkan harga maxim tanpa persetujuan customer yg sbnrnya tidak ad perubahan rute tapi tiba harga mendadak naik bukan hanya ribuan tapi puluhan dan driver mobil suka marah ngomong kasar dan suka batalkan orderan sesuka mereka Tolong diberi perhatian khusus kepada driver mobil
"Sekrg maxim ni byk sudah main minta cancel ajha pengemudinya jadi makin susah kalo mau cepat² , banyak alasan yg jauh lah, gk bisa jemput lah, bahkan ada yg dtg tapi ada juga org lain dalam mobil itu entah istri atau siapa makin pusing dan bikin mood gk baik, bukan sekali/dua kali tapi sering terjadi. Coba komenan ini di evaluasi ajha, malas mau kasih penilaian di aplikasi nya langsung kasian lihat muka dan org nya",Sekrg maxim ni byk sudah main minta cancel ajha pengemudinya jadi makin susah kalo mau cepat banyak alasan yg jauh lah gk bisa jemput lah bahkan ada yg dtg tapi ada juga org lain dalam mobil itu entah istri atau siapa makin pusing dan bikin mood gk baik bukan sekalidua kali tapi sering terjadi Coba komenan ini di evaluasi ajha malas mau kasih penilaian di aplikasi nya langsung kasian lihat muka dan org nya
Kode verif doang susah amat,Kode verif doang susah amat
Sistem Distributor maxim sangat tidak adil payah huh,Sistem Distributor maxim sangat tidak adil payah huh
Jelek ma qb,Jelek ma qb
"kurang sopan drivernya saya arahkan jalan plng tp dia tdk Terima bilangnya terlalu jauh , padahal saya mengindari kemacetan tp driver tdk terima dia bilang terlalu jauh dan dan murah harga padahal sesuai aplikasi harganga",kurang sopan drivernya saya arahkan jalan plng tp dia tdk Terima bilangnya terlalu jauh padahal saya mengindari kemacetan tp driver tdk terima dia bilang terlalu jauh dan dan murah harga padahal sesuai aplikasi harganga
"Mohon pihak developer untuk tidak menambahkan jarak tempuh di titik awal sampai di titik akhir tanpa ada penambahan otomatis ongkir di sistem (ongkir tidak sesuai jarak). Karena driver juga manusia bukan seperti robot 🙏 Dan di mohon jangan samakan prio dan non prio dengan potongan komisi yang tinggi 🙏 Pelanggan yang terhormat juga perlu mengetahui kalau potongan komisi maxim driver sangat tinggi, jadi kadang ke untungan driver separuhnya hanya untuk mengisi bensin 🙏",Mohon pihak developer untuk tidak menambahkan jarak tempuh di titik awal sampai di titik akhir tanpa ada penambahan otomatis ongkir di sistem ongkir tidak sesuai jarak Karena driver juga manusia bukan seperti robot Dan di mohon jangan samakan prio dan non prio dengan potongan komisi yang tinggi Pelanggan yang terhormat juga perlu mengetahui kalau potongan komisi maxim driver sangat tinggi jadi kadang ke untungan driver separuhnya hanya untuk mengisi bensin
"tolong tingkatkan lagi sistemnya,agar orang tidak bisa membuat orderan kecuali memberi izin agar bisa di hubungi nomornya, banyak yang tidak punya hati suka membuat driver menunggu dan ujung-ujungnya membatalkan orderan tanpa alasan yg jelas,semoga segera di perbaiki dan mendengar keluhan driver",tolong tingkatkan lagi sistemnyaagar orang tidak bisa membuat orderan kecuali memberi izin agar bisa di hubungi nomornya banyak yang tidak punya hati suka membuat driver menunggu dan ujungujungnya membatalkan orderan tanpa alasan yg jelassemoga segera di perbaiki dan mendengar keluhan driver
"Dulu pertama kali maxim bagus murah,tp ke 2 x make parah bgt. Udah tau penumpang hbs dr rs lahrn sc bawa bayi nahan perut sakit. Masih j jlnnya ugal""an di minta pelan tetep j jln nya makin kenceng. Dah gitu mobile kotor bau lagi. Kecewa pokoknya",Dulu pertama kali maxim bagus murahtp ke x make parah bgt Udah tau penumpang hbs dr rs lahrn sc bawa bayi nahan perut sakit Masih j jlnnya ugalan di minta pelan tetep j jln nya makin kenceng Dah gitu mobile kotor bau lagi Kecewa pokoknya
"Order ojek ga dapat dapat, padahal driver banyak",Order ojek ga dapat dapat padahal driver banyak
1/5 karena jemput macim nya terlalu lama + org² yang nge driver ternyata mata uang lain kali di perbaiki,karena jemput macim nya terlalu lama org yang nge driver ternyata mata uang lain kali di perbaiki
kdang eror,kdang eror
scam,scam
"Susah di pake , susah nentuin titik di tempat yang jauh .",Susah di pake susah nentuin titik di tempat yang jauh
Akun gk bisa di masukin,Akun gk bisa di masukin
"Uninstall sebelum oknum Driver Maxim Pekan Baru disenggol kresek Krupuk ibuk-ibuk di putus mitra, tidak akan pakai Maxim lagi.",Uninstall sebelum oknum Driver Maxim Pekan Baru disenggol kresek Krupuk ibukibuk di putus mitra tidak akan pakai Maxim lagi
terima kasij sudah amanah,terima kasij sudah amanah
Sangat tidak memuaskan kan khusus nya di bagian login,Sangat tidak memuaskan kan khusus nya di bagian login
selalu lambat,selalu lambat
+untuk tarif nya lebih murah dibandingkan yg lain. app nya sulit membaca d saat titik penjemputan dan tujuan...klw d app sebelah tinggal d ketik aja lgsg muncul...trs history perjalanannya jg amburadul...all in pengalaman mnggunakan app ini bikin kesel,untuk tarif nya lebih murah dibandingkan yg lain app nya sulit membaca d saat titik penjemputan dan tujuanklw d app sebelah tinggal d ketik aja lgsg muncultrs history perjalanannya jg amburadulall in pengalaman mnggunakan app ini bikin kesel
"makin kesini ni apk makin gajelas,makin ribet",makin kesini ni apk makin gajelasmakin ribet
"hari ini didepan Rs ananda, Kranji Bekasi motor Vega hitam ugal""an ditegur emosian, motor saya ditendang, dan ojol Maxim melarikan diri, tolong lebih teliti lagi mencari drivernya",hari ini didepan Rs ananda Kranji Bekasi motor Vega hitam ugalan ditegur emosian motor saya ditendang dan ojol Maxim melarikan diri tolong lebih teliti lagi mencari drivernya
"Udah terlanjur isi wallet. Eh ga bisa di pake, pesen car minta cash, makanan juga. Trs saldonya kurang sendiri. Payah.",Udah terlanjur isi wallet Eh ga bisa di pake pesen car minta cash makanan juga Trs saldonya kurang sendiri Payah
jangan di download aplikasi penipu,jangan di download aplikasi penipu
"Total harga di aplikasi 47.900 total yg harus di bayar ke driver 60.000, ga jelas najis",Total harga di aplikasi total yg harus di bayar ke driver ga jelas najis
apk jelek,apk jelek
Aplikasi nya buruk masa baru download udah tbtb di pesen ajah terus bicara baik2 malah minta ganti rugi,Aplikasi nya buruk masa baru download udah tbtb di pesen ajah terus bicara baik malah minta ganti rugi
"Bner dikit napa ini kenapa aplikasi loding trus sinyal bagus, no hp aktif apa sih ngak jelas maxim",Bner dikit napa ini kenapa aplikasi loding trus sinyal bagus no hp aktif apa sih ngak jelas maxim
Saya sangat benci sama driver mobil karena mereka selalu menambah uang walaupun saya mampir sebentar ke toko udah itu kembalian tidak pernah diberikan,Saya sangat benci sama driver mobil karena mereka selalu menambah uang walaupun saya mampir sebentar ke toko udah itu kembalian tidak pernah diberikan
BM 1638 VF ini toh yg minta Ganti RUGI,BM VF ini toh yg minta Ganti RUGI
telat,telat
kode verifnya yg bnerrr,kode verifnya yg bnerrr
Tidak bisa diinstal dg alasan yg tidak masuk akal,Tidak bisa diinstal dg alasan yg tidak masuk akal
Bosok,Bosok
"Ini kenapa setelah update, Udah pesan driver aplikasi tidak bisa lagi yaa? Sedangkan udah dapat driver, Chat driver masuk tapi aplikasi tidak bisa dibuka",Ini kenapa setelah update Udah pesan driver aplikasi tidak bisa lagi yaa Sedangkan udah dapat driver Chat driver masuk tapi aplikasi tidak bisa dibuka
"Saya pake aplikasi ini, drivernya agak"" malah ngajak debat agama😓",Saya pake aplikasi ini drivernya agak malah ngajak debat agama
"tiba"" error gaje",tiba error gaje
"kadang eror sendiri, mohon diperbaiki ya, soalnya sangat menyusahkan saya banget jika maxim tiba tiba eror sendiri pas saya lagi gk dijemput",kadang eror sendiri mohon diperbaiki ya soalnya sangat menyusahkan saya banget jika maxim tiba tiba eror sendiri pas saya lagi gk dijemput
gaje nih Maxim.. minta kode verifikasi GK dpt2!,gaje nih Maxim minta kode verifikasi GK dpt
Bagus si tapi kok tiba tiba di suru ngisi nomor ulang lah data ulang padahal udh bener tapi tetap ga bisa,Bagus si tapi kok tiba tiba di suru ngisi nomor ulang lah data ulang padahal udh bener tapi tetap ga bisa
"Daftar nya ribet, lambat pengiriman otp login",Daftar nya ribet lambat pengiriman otp login
Ga bisa login dan mesen,Ga bisa login dan mesen
ini kenapa bermasalah yaa?saya mau pesan maximnya tidak bisa,ini kenapa bermasalah yaasaya mau pesan maximnya tidak bisa
"Tiba-tiba log out sendiri dan tidak bisa digunakan lagi aplikasinya, tolong perbaiki",Tibatiba log out sendiri dan tidak bisa digunakan lagi aplikasinya tolong perbaiki
Ganguan,Ganguan
"Maaf ya maxim. Tapi layanan kaspro / non tunai maxim sangat buruk, setelah top up dana tidak langsung masuk. Jarus nunggu beberapa jam bahkan 1 x 24 jam agar dana masuk ke ewalletnya. Tolong yaa tingkatkan layananya kalau memang mau pakai ewallet. Jangan setengah2 begini. Tolong jadi fokus pihak maxim untuk meningkatkan layanan ini terutama pembayaran non tunainya.",Maaf ya maxim Tapi layanan kaspro non tunai maxim sangat buruk setelah top up dana tidak langsung masuk Jarus nunggu beberapa jam bahkan x jam agar dana masuk ke ewalletnya Tolong yaa tingkatkan layananya kalau memang mau pakai ewallet Jangan setengah begini Tolong jadi fokus pihak maxim untuk meningkatkan layanan ini terutama pembayaran non tunainya
akun saya kok tiba tiba log out ya :),akun saya kok tiba tiba log out ya
Apk tolol mau login kirim otp aja lama taik,Apk tolol mau login kirim otp aja lama taik
saat login tidak bisa,saat login tidak bisa
"driver di aplikasi ini sangat buruk!sumpah jelek banget guys, mending jangan pakai maxim,download gojek aja kalo kataku",driver di aplikasi ini sangat buruksumpah jelek banget guys mending jangan pakai maximdownload gojek aja kalo kataku
"Maxim duri kok begini amat ya,baru jam 1 siang,mau order makanan aja susah,gak ada yang terima orderan,aduhh",Maxim duri kok begini amat yabaru jam siangmau order makanan aja susahgak ada yang terima orderanaduhh
Dibawah 10rb gak ada yg mau ambil orderan,Dibawah rb gak ada yg mau ambil orderan
Sampah banget aplikasi cara lakukan apa pun bingung banget bakan pesan makan coba di gagal ga bisa bingung amat jangan pake maxim pake grab aj,Sampah banget aplikasi cara lakukan apa pun bingung banget bakan pesan makan coba di gagal ga bisa bingung amat jangan pake maxim pake grab aj
"Gimana sih, mau minta otorisasi ngga bisa!!! Pesan ngga ada dikirim, udah pilih telpon juga ngga ada bilang apa apa langsung dimatiin. Pas dicoba lagi bilang nomornya terlalu sering minta otorisasi jadi ngga bisa minta lagi. Padahal kan yang salah sistemnya itu. Tolong solusinya!!",Gimana sih mau minta otorisasi ngga bisa Pesan ngga ada dikirim udah pilih telpon juga ngga ada bilang apa apa langsung dimatiin Pas dicoba lagi bilang nomornya terlalu sering minta otorisasi jadi ngga bisa minta lagi Padahal kan yang salah sistemnya itu Tolong solusinya
"ini kenapa yaa kok tiba"" keluar sendirii,, dan mau login kembalii malah nggk bisa,, nomor sudah benar dan sudah ganti"" nomor juga tetap gk bisa masuk,, kode nya gk ada masuk"" ,,, lewat panggilan pun juga sama aja gk msuk pdahal nomor sudab benar ,, sudah beberapa nomor saya cantumkan tetap gk msuk kodenya ,, TOLONG DIPERBAIKI YAA !!!!!!",ini kenapa yaa kok tiba keluar sendirii dan mau login kembalii malah nggk bisa nomor sudah benar dan sudah ganti nomor juga tetap gk bisa masuk kode nya gk ada masuk lewat panggilan pun juga sama aja gk msuk pdahal nomor sudab benar sudah beberapa nomor saya cantumkan tetap gk msuk kodenya TOLONG DIPERBAIKI YAA
Halo.. saya dari medan. Kemarin tgl 22 sep 2024 saya pake maxim express.. barang saya tidak sampai tujuan. Tolong minta tanggung jawab nya. Saya uda lapor gk ada tanggapan. Tlong di respon ya🙏,Halo saya dari medan Kemarin tgl sep saya pake maxim express barang saya tidak sampai tujuan Tolong minta tanggung jawab nya Saya uda lapor gk ada tanggapan Tlong di respon ya
350ribu,ribu
Sangat kecewa karna saya bayar pakai maxim wallet masih di minta uang chas dengan alasan diver tidak punya aplikasi maxim walet.. Diver bilang saldo saya tidak terpotong ternyata saldonya tetap terpotong.. Saya chat driver katanya mau di balikin sampai sekarang belum di balikin .. Saya harap dari pihak maxim ada etikat baik buat menindak lanjuti kasus ini,Sangat kecewa karna saya bayar pakai maxim wallet masih di minta uang chas dengan alasan diver tidak punya aplikasi maxim walet Diver bilang saldo saya tidak terpotong ternyata saldonya tetap terpotong Saya chat driver katanya mau di balikin sampai sekarang belum di balikin Saya harap dari pihak maxim ada etikat baik buat menindak lanjuti kasus ini
"Kembalikan uang ibuk² 350k yang buat ganti rugi karena kresek isi krupuk nya cuma nyengol mobil taxol maxim, ngotak dikit lah akhlak drivernya aja gini gimana gak sepi customer",Kembalikan uang ibuk k yang buat ganti rugi karena kresek isi krupuk nya cuma nyengol mobil taxol maxim ngotak dikit lah akhlak drivernya aja gini gimana gak sepi customer
Login aja susah bgt kode2 segala.,Login aja susah bgt kode segala
"driver nya ga bener, admin admin juga ga respon. zzzz",driver nya ga bener admin admin juga ga respon zzzz
"Jelek banget ah.massa mereka pilih pilih order yg harganya tinggi klo saya kan harganya cuma 15k .15k juga kan dari apk nya sendiri masa sih dih skip aj sama pengemudinya.tolong ya ini apk maxim bikin lambat aja ke sekolah,klo gini terus males saya pake maxim.parah banget sih👎",Jelek banget ahmassa mereka pilih pilih order yg harganya tinggi klo saya kan harganya cuma k k juga kan dari apk nya sendiri masa sih dih skip aj sama pengemudinyatolong ya ini apk maxim bikin lambat aja ke sekolahklo gini terus males saya pake maximparah banget sih
"Akun saya keluar sendiri, malah makin parah tdk bsa login lagi..",Akun saya keluar sendiri malah makin parah tdk bsa login lagi
bermasalah trus drivernya,bermasalah trus drivernya
