processed_text,vader_sentiment
aplikasi tipu sangat kecewa harga order slalu beda tarif slalu naik harga bayar tuju apa buat harga murah order bayar harga naik drastis beda dgn belah ttp konsisten harga order harga bayar kapok,0.0
baik,1.0
driver sangat susah hujan gk yg nongol,0.0
mantap,1.0
mantap layan cepat driver ramah,1.0
cepat tepat waktu layan baik kurang komunikasi pelngan,1.0
layan baik,1.0
abang nya ramah,1.0
apk gak bagus bnyakan draver nya minta cancel malah cancel apk saran buat pakai apk lbih bik hapus dri kalian sakit hati,0.0
baik,1.0
sih driver maxim selalu lelet kan biasa waktu tunggu menit driver nya dateng kan nah driver malah nunggu menit nya abis baru berangkat lokasi jemput sengaja apa gimana sih bikin kesel tau ga,0.0
layan yg bagus,1.0
keren,1.0
driver nya baik sabar,1.0
mantap,1.0
aplikasi yg tak pantas guna jumlah bayar yg tak sesuai banyak sopir tukang korupsi,0.0
aplikasi asu padahal pihak maxim ngasi uang tunai rb ga digunain anjg lawak bat sama aja kaya scam jir aduhh bewan epep aja lah yok,1.0
layan nya sangat baik,1.0
maxim kalau buat aplikasi tu yg bener dong jgn kayak gin dapet jarak jauh jauh gak dapet jarak yg deket driver ny ngeselin gak profesional murah sih murah ongkos aplikasi ny murah,0.0
good,1.0
makasih mas,1.0
mantap,1.0
layan bagus terlalu lama tunggu driver nya sngat cekat,1.0
mantap,1.0
mantap,1.0
driver sangat ramah,1.0
asli yaa maxsim uang ku ditilep rencana pake karna mudah mau ambil barang malah pake ewallet maxsim kaspro isi uang malah potong ribu ga masalah sih jumlah gada pemberitahuan nya kalo bakal potong,0.0
terimakasih,1.0
ramah bangetttt baikkk nyaaa masyaallah bawa motor nyaa tenang kayak gin driver idam,1.0
susah kode log in cuman masuk via sms sama tlp aja gak muncul kode nya,0.0
cari alamat susah bangettt,0.0
cepat ramah,1.0
mantap,1.0
bayak map gak deteksi payah,0.0
maxim sekarang jadi jelek order sama sekali ngambil udah beberapa kali coba ga dulu baik,0.0
makasih buat developer pak drivernya,1.0
jelek banget pas isi e wallet gak masuk dah gitu potong banyakhabis naik pakai tunai baru masuk sekarang mau pakai e wallet malah gak kasih kode minta habishaduh pusing dah pakai maxim,0.0
mantap,1.0
baik,1.0
maaf banget kasih bintang habis tipu sama antar makan maxim pesan makan salah satu resto kemudi minta wa kata biyar lebih mudah komunikasi jadi kirim nomor wa teryata tipu harga apk sama bayar sesuai mau bayar sesuai apk marah bilang mau bayar mau ga mau jadi bayr meski lebih mahal kasih tips sama bayar parkir jang pernah kasih wa ojolwarning,1.0
mud sangat ramah,1.0
suka error melulu mehubungkan layan terus,0.0
driver nya ramah baik,1.0
sangat bagus sekali drivernya,1.0
aplikasi scam kasih saldo gratis staff maxim pergi sekolah malah gak dipake soal bayar nontunai coming soon kata saldo hangus bulan nyata cuma minggu bagi food banyak udah sold out padahal pas liat platform maxim stock pokok kecewa banget sama staff aplikasi,0.0
elayananya ramah selamat sama tujuansemangatt masss,1.0
maxim yaampun susa bangett cari kemudi nyaa jadi susa mau mana,1.0
baik,1.0
terima kasih banyak sopir nya ramah,1.0
verifikasi nomor ga muncul muncul aneh,0.0
udah login keluar sendiri sampe x akhir ga masuk sama sekali terang nomer lampau gimana sih aplikasi aneh banget mana pas dibutuhin,0.0
layan sangat baik terimakasih pak,1.0
terima kasih banyakjazaakumullaahu khoyron,1.0
ngebug susah guna mau ambil barang sana kirim kesini gk pilih lokasi selalu tukar jadi lokasi tuju,0.0
puas,1.0
layan sangat sangat sangat buruk,0.0
mantap,1.0
biaya waktu tunggu nyata padahal uda nunggu d depan rumah masalah klik tombol jadi beban tumpang payah auto uninstal,0.0
bru pertama kali coba sangatt sangat kecewa driver sopan sesuai pesan arah depan dong cari driver yg bener apk belah,0.0
aplikasi sulitapalagi kl mau cari alamatsusah hrs buka peta dlitupun kl dapatmsh jadul,0.0
jelek ngomongnya menit nyampe lah toleransi menit sampe menit nungguin driver,0.0
servis bagus sekali orangx sangat rama,1.0
isi saldo masuk padahal kirim transfer bukti tf jg chat cs email lamaaa tanggap blm selesai ntah masuk jangan top up wallet deh kalau mau pake aplikasi mending bayar cash maxim bike sering dapet motor butut butut asal nyaman tp sering gak nyaman sekali tumpang perhati,1.0
wallet kaspro sangat sayang guna atas rp beda dg ovo grab gopay,1.0
driver nya kasar padahal udah minta maaf sampe x lo nyolot jawab nya driver nya kasih nasihat gmn cara ngomong yg baik,1.0
pusing liat maps nya,0.0
driver sering kesasar map lengkap fitur tambah foto chat driver,0.0
the best,1.0
susah kode verifikasi,0.0
maxim jelek sekarang cari jemput nya lama alam sampe kali coba nunggu jemput sampe sampe telat berangkat sekolah jadi maxim jelek tolok baik tida,0.0
aplikasi tiba tiba log out sendiri mau masuk gbs order terus jalan,1.0
sangat susah utk top up saldo non tunai nya yaaparah bngt,0.0
sangat baik,1.0
mantap,1.0
mantap,1.0
bagus,1.0
good,1.0
good,1.0
bagus,1.0
sangat nyaman cepat,1.0
sehat sehat pak,1.0
coba isi wallet maxim wallet kaspro transfer bca eh lari uang kok nongol saldo apa mau komplain hari tiba tarif maxim naik ribu utk rute rutin jemput anak sekolah,0.0
layan bagus,1.0
dong gak login apk maxim karna butuh banget utk mobile slnya maxim tarif sangat jangkau banding kompetitor,0.0
ramah,1.0
baru sekali cancel akun langsung blokir ga log in kocak banget klo semua akun lo blokir cuma gegara cancel krn salah naro titik maps maps lo ga baca kordinat harus baik sistem bukan malah akun customer blokir gimana mau nambah customer klo cara,0.0
cukup tau sama driver maxim udh jelas harus bayar malah driver car nye tetep nagih tingkat buat driver mobil nya motor jugatrims,1.0
terima kasih,1.0
driver nya ramah ramah,1.0
salah pak maaf,0.0
kurang kasih helm aja,1.0
baik sekali sangat ramah,1.0
best,1.0
payah order makan aja gak yg respon,0.0
masa gocar nya pas hujan malah gak mau nerima order kalau lokasi dekat harga murah gak mau terima order padahal gocar ada hujan tpi malah gak mau terima order aneh sama maxim ni,1.0
driver nya terlalu pilih kalau titik jemput jauh mau padahal udah urgent banget uninstal aja daerah diri nyari driver mobil susah argo kecil gak mau,0.0
drever sopan n ramah,1.0
sangat manfaat,1.0
oke,1.0
sumpah y gue bru download maxim krna iming bonus rb nyata gabisa gunakanterus pencet order makan gabisa batalkanbikin gregetalamat ga alamat gabisamasa kudu jalan nyamperin driver sih,1.0
mau ambil order,1.0
apk nyusahin ribet klo salah pencet gabisa batalin,0.0
sangat ramah,1.0
maxim sangat bantu cepat harga nya murah sangat terbatusemoga maxim bantu lebih banyak,1.0
buruk alamat udah bener ngk ketemuterus mau beri nilai kurir malah ngk ketik sendirijelek sih,0.0
dong baik mapsnya ga bener udh jelas ngasih info jelas serta rtrw malah yg keluar jalur depok tanggerang pdhl jaksel ngeselin,1.0
kurir baik,1.0
terimakasih,1.0
puas,1.0
admin beri respon menelfon minta login ulang kata mau kirim kode verifikasi coba login ulang kali minggu tetap terima kode verifikasi aplikasi maxim sangay susah login aplikasi baik,1.0
bintang apk ga jelas,0.0
niat hati igin coba pake jasa maxim tp cukup sekali pakai maxim harga tera aplikasi sesuai bayar driver nya driver nya minta tambah bayar karna jarak driver jemput terlalu jauh kata nya lurus dulu sistem nya maxim sama driver nya boleh langgan mnta tambah biaya ac nyala malah suruh buka jendela sangat sangat nyaman gak tau apa emang standar nya,1.0
mantap trima kasih,1.0
ngga enak bngt nyari maxim susah cancel mulu,0.0
orangy baik hati tumpang,1.0
pesan makan ga dibatalin,0.0
layan mantap,1.0
mantap masse,1.0
abng maxim nya ramahbawanya pelan,1.0
mudah nitikinnya dong woy nyari titik antar aja susah banget,1.0
driver nya ugal ugal an alam jelek naek maxim,0.0
sangat baik,1.0
baik,1.0
banyak helm rusak sengaja gimana sering bgt gitu yg helm kotor kena kulit kacang,0.0
kemudi nya bagus lengkap jas hujan tau hujan tiba datang bukan teduh malah tancap kan kendara pakai semua basah tempat tuju apk buat tuju sangat rekomendasi banget aplikasi,1.0
sangat baik,1.0
sangat muas baik ramah aku suka tingkat mksih,1.0
baik,1.0
termakasih sangat butuh,1.0
aplikasi sering ganggu suka susah driver susah login aplikasi gak jelas,0.0
verifikasi nomer hp benar,1.0
baik trimakasih,1.0
harga aplikasi sama asli sangat jauh beda naik ribu,1.0
drivernya bertanggungjawab antar alamat,1.0
terima kasih,1.0
keren,1.0
lama banget pas mesan gaada yg mau terima,0.0
jalan sangat hati ramah,1.0
makin lama makin ngga jelas ngga akses internet mulu padahal sinyal kenceng pake wifi,0.0
ramah abang teruk jdi driver yg baik ramah bg,1.0
proses akun atas nama arief maulana yusuf tipu akun proses tipu,0.0
bingung maxim mau daftar ko kode otp nya muncul aneh udh cba brpa kali jga,0.0
penipuann dtng sekolah kasi saldo rb tpi gk dipake wkwkww,0.0
sangat bagus,1.0
mesan selalu dicansel sama drivera sampah lo,0.0
ramah,1.0
maksih per nya ramah layan nya bagus sangat muas,1.0
mohon driver kalau saldo cukup ambil rute minta kasih info customer jangan enak ubah rute aplikasi pesan selesai driver datang developer tuju apa beri wewenang driver ubah rute aplikasi,1.0
sopan bapak cepat datang terimakasih,1.0
driver nya mantap layan baik,1.0
terimakasih bnyk bng,1.0
gak jelas apps nya masa buka gak,0.0
map nya bikin emosi,1.0
dapat alamat deteksi map dimaxim sebut buat sulit tentu lokasi jemput,0.0
layan kurang ramah,1.0
sangat bagus,1.0
ulas edit tgl okt pesan maxim car dri psr harjodaksino jam alokasi waktu jemput menit driver datang lihat maps titik driver muter muter makin jauh titik jemput kirim pesan jawab cancel maxim sop driver car bagaimana komunikasi,0.0
oke,1.0
langgan pake maxim sering driver ga attitude songong belagu sering nunggu posisi sesuai apk drivernya ga nemu nyata baru sampe kalau bintang gw kasih bintang driver banyak yg kocag udah nungguin ga dateng dateng apk udah klik,1.0
ramah,1.0
apk jelas cari order susah top up potong banyak jelas,0.0
bagus,1.0
pakai maxim lebih cepat dn orang nya enak maxim mantap moga makin sukses dn banya langgan,1.0
pusing nungguin kode promo,0.0
sih maxim sering banget minta batal alas sama kalo ga tambal ban sarap udah sekian kali,0.0
sbg tumpang kecewa sekali dgn taxi maxim yg kata byr lwt nontunai maxim wallet malah mud gatau cara tarik tunai ga terima bayar non tunai kira yg nipu krn gamau ribut akhir sy bayar x boss untung yg mau daftar maxim jd kemudi seleksi bener org yg kudet teknologi mmg aplikasi wallet maximnya yg susah buat tarik tunai mau complain suruh dtg kantor wah malah ribut ntr sana terima complain lwt sosmed kata,0.0
update malah gak jelas aplikasi,0.0
driver baik datang tepat waktu mud baik alhamdulillah jalan lancar terimakasih,1.0
trimakasih,1.0
good,1.0
cepat ramah terimakasih banyak bli,1.0
x order bike salah alamat terus rubah alamat aman selang beberapa jam order nomor blokir login aplikasi aneh,0.0
ramah supirnya mobil bersih wangi,1.0
suka,1.0
mau masuk notifikasi masuk angka cek masuk notifikasi empat angka,1.0
kode otp gk masuk lama tunggu muncul pemberitahuan kode otp minta lebih batas padahal gk sama sekali kode otp masuk sms,0.0
aplikasi tolol buka aplikasi aja lelet kali,0.0
sangat bantu harga jangkau,1.0
terimakasih,1.0
salah tuju,0.0
ramah baik sopan,1.0
kendara nya ugal ugalan hampir nabrak kali kali driver beda,0.0
kemudi y ramah,1.0
kalo isi saldo jgn kena potong kasiah driver nya potong isi saldo terus pas narik kena potong,1.0
naik motor maxim tembong richeese masa rb sen rumah rb pas jalan jadi rb punya bukti maxim mobil aja richeese tembong rb doang nama driver atoyilah nopol motor warna merah adr segera lapor orang bahaya ubah titik rute,0.0
oke,1.0
jangan pernah mau ikutin tawar driver bawa barang yg delevery jgn pernah mau maxim car tarif lbh mahal x lipat manipulasi tarif biaya tunggu antri lampu merah paham rugi,0.0
baik sopan,1.0
murah walaupun nunggu mungkin karna armada sedikit drivernya ramah,1.0
harga ekonomis layan oke,1.0
tiap buka notifikasi internet padahal internet selalu aktif,1.0
aplikasi taik hilang akun mesan mau masuk enggak anjir,0.0
mantap cepat,1.0
apa cakup map nya kecil banget gak,0.0
akun tbtb keluar sendiri aneh,0.0
cukup nyaman,1.0
ramahcepatringkaskas padat,1.0
sangat ramah moga sukses terus,1.0
supirnya kurang sopantidak layan baik,0.0
ramah,1.0
apk jelek lawak sepi kalah saing gabisa non cash lawak bikin apk yg bener anj kalo gabisa kelas gojek apus apk,0.0
kecewa maxim pandeglang susah dapetin mobil lama,0.0
mau trf akun maxim potong mau tarik potong ribu trllu banyak potong maxim mau kaya raya potong potong gak wajar hadeh,0.0
kok gabisa log in tolol,1.0
mantap pesan tepat waktu thanks,1.0
driver bicara kasar chat,0.0
driver ramah,1.0
performa baik,1.0
kok ga cancel gimana,0.0
apk gak jelas banyak bug nya,1.0
best,1.0
sangat bantu,1.0
kecewa layan maxim lapor kait hp tinggal kirim driver nya malah blokir driver nya jelas pihak maxim,0.0
maps nya baik perluwas,1.0
aplikasi terlalu murah mensrjahtrakan driver,1.0
sok murah error,0.0
pagi mau sen maxim ga buka aplikasi layan sy fikir g jaring internet tp pakai hp sama buat buka aplikasi g mslh,1.0
baik,1.0
mantap,1.0
mantap,1.0
mantap,1.0
lo kalo ngasih tarif driver yg ngotak jangan kayak budak buat murah kurang murah,0.0
bagus,1.0
aplikasi suka error lebih baik pakai grabgojek tarif lebih murah ketimbang maxim udah mahal sering error hahahaa bentar semua grabgojek,1.0
guna maxim mobil apasih kok hujan gk yg terima order,1.0
sangat baikramah,1.0
layan nya sangat ramah terimakasih,1.0
driver aplikasi belaguditolak terus yg nga hbs pikir bohong pura makan lah pura ban bocortolong driver jangan terima,0.0
terimakasih,1.0
baik karna banyak rugi driver banyak nya order fiktif,1.0
baik sangat berhatihati dlm berkrendara,1.0
suaah banget nyari alamatt rudettttt,0.0
drivernya mulut gk sopantidak adap,0.0
aplikasi eror suruh masukin nomor telepon tungguin kode nya gak tuh kode nya kirim kirim,0.0
tadi jam betul maxim depan rumh jadi mesen offline buat pacar pulang minta tarif harga yg mahal padahal deket yaudah ksih pas jalan pacar rampok uang rb terus turunin tempat gelap untung pacar ga lecehin kalian yg mesen ojek online cewe harap hati hati,1.0
mantap,1.0
eror mulu,0.0
sangat puas,1.0
makasih banyak,1.0
driver good,1.0
sangat puas dgn layan nya,1.0
baik,1.0
tepat waktu komunikasi baik ramah,1.0
nyaman,1.0
maxim bagus kalau order makan banyak gk mau datang driver nya,1.0
baik memang,1.0
sangat ramah sopan,1.0
isi saldo maxim nama kaspro ko isi saldo nya gak sesuai jumlah isi sisa saldo akhir lalu va uda komplain respon,0.0
good,1.0
maxim is the best,1.0
oke,1.0
komunikasi baik,1.0
skg bug apa kog harga yg pilih sama dgn harga keluar kyk tipu gitu jadi nya harga mahal kalau gitu mending pakai grabgojek aja,0.0
sngat baik,1.0
kecewa kali mesan mobil jarak jauh minta japri via whatsapp pesan suruh cancelpesan via non aplikasi lalu minta uang tambah pulang bawa tumpang pesan memang satu arah kalo kasih ribu wajar,1.0
bravo and good job driver nya enak ajak ngobrol paham rute jalan,1.0
scam maxim,0.0
mantap,1.0
aplikasi tiba tiba keluar sendiri minta login ulang kode verifikasi masuk kalau mau banyak langgan baik aplikasi bikin kecewa,0.0
orang usaha malah maintenece jam sibuk goblog teh,0.0
maxim ngapa saldo ora dipake si mau beli makan trus gabisa topup game tulis bayar non cash nya soon haduh kalo gitu apa guna masukin kode promo dapet non cash ribu kalo ga dipake haduhh apa moga pt sito selalu jaya makmur kerja nya beri sehat lebih sedang hamilsemoga lancar salin aamiin moga anak jadi anak pintar selalu bakti dua orang tua,1.0
aplikasi diperbaikititik sering salahselain order sdh batal tp aja nyari driver lgsampai miskomunikasi sama drivertp jelas untung aja drivernya mau ngertisaya yg ga enak sama driver,0.0
drive beri layan baik sopan cepat,1.0
sngat baik,1.0
tipu hatisaya bohongin,0.0
oke,1.0
bagus cepat,1.0
ramah,1.0
kayak ojek umum,1.0
minta tlng perhati lg akun kemudi soal tipu sama muhammad ridho pratama naik kendara pcx merah tp maxim make akun robby rustamadji,0.0
baik,1.0
percuma tombol batal gk fungsi,0.0
mantaps ramah sesuai tuju,1.0
apa coba tibatiba gak log in alesannya gak internet jelas jelas internet gw lancar,0.0
aplikasi buruk maps jelek ga baca,0.0
mantap ramah tamah driver nya,1.0
terimakasih,1.0
elek masa aku ngisi ewallet gin malah potong segitu,0.0
kemudi bagus,1.0
semangat pak doa baik buat bapak,1.0
mana kata kasih diskon ujung suruh bayar harga normal sm driver nya padahal bawa duit ngepas untung aja tambah,1.0
minimal buat driver helm nya bagusin dikit lah,1.0
mantap,1.0
apk bagus terlalu lelet segi verivikasi,1.0
maksimal mantap,1.0
tambah sistem vermuk bos cs kurang tipu order iseng,0.0
dulu kalau bagus layan tak kasih bintang,1.0
harga paling murah banding lurus layan driver yg ada naik mobil ac mati naik motor jaket nya kumal saran syakasi list harga driver premium jd gpp la nambah dikit asal fasilitas kurang lebih aplikasi tetangga kasi pilih tumpang mau ambil driver yg mana sesuai layan driver dgn driver semangat utk saing untk meningkatkn kualitas layan usaha mau kembang punya inovasi lebih baik dr usaha belah,1.0
akurasi maps sangat kacau update harga sama,0.0
cepat aman,1.0
sdh kecewa sama orang kantor maxim,0.0
kurang suka apk kerna banyak drive nya kasar sopan,0.0
sangat baik,1.0
aplikasi babi eror trus,0.0
hari g kasih order kocakk hari kaga kasih order parah si nyesel gua jadi driver maxim,1.0
baik map n bro,1.0
maps nya baharu dr dulu gaada ubah susah cari alamat,0.0
susah cari ttik tuju aplikasi yg,0.0
terima kasih atas erti bpk ojol,1.0
scam saldo k nya kg pake,0.0
nyaman kendara an,1.0
pihak maxim terlalu manja kemudi kemudi banyak pilih orederan order dekat minta pihak maxim ubah cara tawar order kemudi,1.0
layan baik,1.0
order penuh daud mooduto trike warna hijau nopol dmabt terima kasih atas jalan rating,1.0
ramah,1.0
kalau udah sen sulit batal misal pencet gitu jadi tetep sen gabisa batal,0.0
baik maps nyaaa titik customer driver ngak sesuai udh nunggu lama driver ga datang tp waktu tunggu bayar d bilang nya titik nya ga sesuai padahal udh jelas kalau pake apk slalu sesuai driver nya udh whatsapp trs minta d sharelok ttp aja lamaaan trs minta d sharelok buat apa,1.0
maps ga akurat,0.0
kemudi mengendarinya baru ajar mobil jalan nya gas rem gas rem hampir tabrak anak bentur jok mobil keponakan bentur dasbor sakit area perut bagi samping kanan kiri semua kemudi baru alami,0.0
bpjy mobil avanza tanjung pinang driver main harga sesuai aplikasi,1.0
sangat baik,1.0
yg niat lah developer kalo buat apk rekan warung makan maxim yg jelas lah terkadang ongkos yg terlalu murah antar makan jugak jadi kendala guna jangan biar costumer tunggu karna gk yg mau ambil pesan nya pihak driver nya gk jelas memang urus makan maxim,1.0
sen car sini cancel trs padahal butuh bgt mau buat rs karna ibu udh ga sadar udh bbrp kali kecewa,0.0
lumayantapi kembang lagikita klau nyari lokasi susah banget ga kayak apk mudah,1.0
respon baik,1.0
eh buset baik masalah pilih maps akurat tadi mau pesan maxim pas ketik alamat tuju adatidak deteksi pilih alamat tuju sangat ribet beda sama apk driver jaket hijau lebih simple mudah etik alamat tuju atau copy paste alamat tuju langsung ketemu beda maxim etik alamatcopy paste tetap gak ketemutidak deteksi baik masalah maps nya mudah cari,1.0
riky rikardo hulu semangat buat bpknya,1.0
aplikasi susah banget nyari titik nya padahal alamat nya bener kalau cari pakai google maps ketemu aplikasi ga liat ribet nyari alamat ga bayar pakai non tunai,0.0
sangat baik,1.0
baik sistem bayar non tunai maxim walet kaspro karna sering error kasihan sama driver nya konsumen pasang e wallet biar mudah nyata malah sulit driver karna e wallet sering error,0.0
ongkos ramah driver,1.0
lama bgt drivernya sumpah mana susah cari driver,0.0
isi kaspro tau saldo jadi bahaya banget sih,0.0
best of the best,1.0
baik,1.0
jelek banget skrg udah lama cari drivernya terus udah lama malah makin mahal,0.0
sangat bagus,1.0
parah baik aplikasi pesan naik drivernya tuju tuju beberapa menit kemudian buka hp tiba tiba mes driver padahal ga mes buat cekcok tumpang driver,0.0
sangat ramah,1.0
baik,1.0
ga ramah kemudi nya heran padahal ud deket tinggal tiba tiba cancel gajelas,0.0
layan nya sangat baik,1.0
top aplikasi paling lot susah cari driver ga cancel order udah cari driver lama ga cancel buang buang waktu,0.0
baik,1.0
busuk aplikasi tolol gua lg mesen driver tiba keluar sendiri gak login alhasil gua miskom sama driver sangka gua nipu driver padahal aplikasi sampah yg masalah,0.0
orang nya baik baik ramah,1.0
layan cepat anti ribet,0.0
apk murah eror terus,0.0
mantap,1.0
nice driver,1.0
aplikasi keren harga murah sayang kalau order maxim car dg jarak dekat driver mau terima order,1.0
recomended,1.0
the best,1.0
baik sekali,1.0
beneran udah angkat tangan aku top up maxim kaspro sekian kali tiba tiba potong banyak trus tiba tiba blokir trus barusan malah gak masuk sama sekali blokir mau apa coba mending bayar langsung transfer bank aja ribet pungli gin gak bangett sumpah,0.0
maxim tolol w drtdi daftar gagal truss,0.0
mantap,1.0
driver nya bagus banget kok,1.0
nomor blok padahal mau verif ga nyata masuk kode otpnya wa sekarang mau benerin malah udah ndak dibenerin pihak maxim nomer blok unblok diapain mau sen maxim ndak,0.0
layan bagus,1.0
baik,1.0
log in gak masuk suruh coba periksa lgi nomor yg pakai pdhal no yg sya pakai buat maxim cmn aj no na,0.0
baik flat nkb nya sesuai,1.0
driver sulit cari klo posisi jauh driver mikir mau njemput tarif ga masuk hitung,0.0
kali kalau jam tunggu gak yg ambil pesan kasih tombol batal yg mutu agas pesasan batal,1.0
aplikasi scam orang maxim dateng sekolah saldo k pas pake ga marketing doang biar maxim rame maxim scam,0.0
ramah drivernya,1.0
aplikasi mantap,1.0
plat bm llj paksa terima order nya padahal yg mesan order nyasar driver ngotot hati hati aj sm driver plat atas,0.0
sangat bagus,1.0
pas mau buka apk maxim loading nya lama banget coba hp tetap sama kek tadi,1.0
mantap,1.0
the best of the best driver,1.0
aplikasi sangat bagus auto uninstal aplikasi sihh,1.0
baik,1.0
adek bagus layan cepat hati hati bawa salut good job dek,1.0
ramah supri nya makasih abang,1.0
woi boss bilangin sama driver mobil ye jangan sok iye gak mau ngambil mentang harga padahal deket jalan orang butuh sok banget,1.0
driver nya hampir gabisa bayar pake kaspro susah nyari uang kecil sekarang tuh udah ngisi kaspro eh malah ga kepake gara pd gabisa byr pke,0.0
baik ramah,1.0
map nya gak buka bikin mumet cari titik pesan,0.0
dong baru jdi driver udh tipu aja nih sama mes tindak yg order ran fiktif kyk indomaret alfamart biar gada korban lg min,0.0
tipu kedok rb,0.0
baik,1.0
driver nya sangat baik ramah cepat,1.0
kamis hey gojek stop live how batamnews are looking for something that good not maxim sad ending bad ending no bukan untuk ikut no,0.0
gabisa pake buat bayar makan,1.0
bagus,1.0
bagus,1.0
mantap lah,1.0
harga sesuai aplikasi payah,0.0
aplikasi buka kata hubung layan harap periksa internet padahal ganti provider bahkan pakai jaring wifi buka akses apk maxim bagaimana mau order mending belah aja kalo gitu,1.0
apk jelek,0.0
baik sopan ramah,1.0
ramah cepat,1.0
gabisa login nomor padahal nomor aktif tunggu kode lama bahkan ulang kali malah,1.0
apk ga lama nungguin driver jam bintang nol,0.0
sangt baik,1.0
sangat luar biasa,1.0
semua terimakasih,1.0
mantap,1.0
kaspro parah lama sekali top up jam malam sampe sore hari ikut masuk,1.0
sangat puas ramah ojek,1.0
aplikasi jelek bangetkurir nya kaya takadang map akuratkurir yg punya kuota wah lengkap banget lah,1.0
jumlah driver palembang dibatasin driver banyak order gak,0.0
susah banget buat ngemap gajelas,1.0
abang nya baik doain aku lulus uji,1.0
tentu titik jemput nya sulit temu lokasi akurat,0.0
cancel karna terlalu lama cari driver gakbisa,0.0
riwayat jalan nya hapus sangat kesal barang yg tinggal tdk hubung,0.0
apk ngak brrmutu aman kurang menangin pihak aja dikit minta komisi,1.0
mau login ngga ngga kode verifikasi nya,0.0
selalu eror masuk menu baik,1.0
bagus,1.0
apk jelek sampah kode otp kgak masuk masuk gk niat bikin apk gausah bikin lah nyusahin pas ada genting,0.0
sangat ramahcepat,1.0
awal murah tuju jadi mahal lebih baik grab aja harga sesuai walaupun mahal sesuaiselama guna aplikasi,1.0
gabisa login bego ga kode verifikasi,0.0
driver nya bad attitude apaapan kena senggol plastik kerupuk minta ganti rugi lecet enggak penyok enggak minta ganti rugi nya ribu bukan duit sedikit,0.0
banyak salah titik map ngaco,0.0
sopir baik ramah terima kasih,1.0
apk maxim suruh daftar kan kendara akun driver ofsifh bantu kasi solusi kantor pusat arah kan kantor cabang dekat kantor cabang bantu jalan kluar nya kalau apk sportif kerja sama akun yg ofsifh bukan kasi yg angsur mobil keluarga min maaf mkenceng karna kantor cabang bantu baik akun driver,1.0
sangat buruk layan cs pematangsiantar,0.0
sangat baik,1.0
hapus menu belanja makan nya jelasnggak tau mana menu yg habis mana yg tersediaserta susah driver ngebatalin nya tau gimana masak iya lapar nunggu jam lebih jelashabis tu tau order terima karna batal,1.0
driver keren,1.0
playanan sangan baik,1.0
ga sigma malas,0.0
baru driver kirim paket total bayar ribu minta rb bagaimana yah,1.0
aplikasi tak manfaat,1.0
layan kurang baik nunggu stenga jam,1.0
layan mantap,1.0
mending hapus aja fitur maxim foodny laksa tarik ambil order terima kasih,1.0
pecat aja driver yg dekat tpi gk mau nerima order,0.0
ramah tamahsemoga lancar paksemangat,1.0
udah pakai vocer diskon harga bayar kok tetap sama ngapain buat voucher kalau kek gitu,0.0
sejajar harga saing sehat dooonk,1.0
oka nice,1.0
drever god,1.0
bagus,1.0
top up e wallet saldo nya udh kurang tp drivernya ga ngerti jd bayar kali gajelas,0.0
enak sbnrny make maxim tp kyny dri dulu maps ny gapernah dibenerin sy sbg costumer sering repot buat nitikin maps manual sangat bingung,0.0
slow respon buat minta kode vertifikasi kurang bagus,1.0
bagus,1.0
driver car dibalikpapan kurang bagus pelayanannyasering bgt minta cancel alas jelas,1.0
top up kaspro saldo masuk apk maxim rugi bgttttttt,0.0
aplikasi hari lgi error yajadi telat kerja hari inisiap siap potong gaji nih gara gara maxim aku jadi buang waktu download aplikasi ijo,0.0
baik,1.0
keren,1.0
bagus gk kalah yg,0.0
apk ny suka eror,0.0
mantap,1.0
bagus,1.0
terimakasih buat layan nya hari maxim keren,1.0
om nya baik ramah,1.0
terima kasih,1.0
kecewa banget,0.0
layan ramah,1.0
kode verivikasi gak masuk masuk udah lewat wa sms sama aja,0.0
terima kasihmantap,1.0
driver baik ramah motor bagus,1.0
rmah bngt abg nyag marah pas nungguin lama,0.0
buat login kok sulit banget sih kode otp nya ga muncul muncul jaring padahal aman nomor telpon sesuai padahal aplikasi sangat bantu pergi login sulit,0.0
isi saldo maxsim saldo ga masuktiba tiba dompet blokirrrrdasar apk ga jelas balikin duit guaa woyyyy,0.0
mantap,1.0
order cepat antar cepat mantap maxim,1.0
adakan bayar pake paymen,0.0
guna baik,1.0
sering pake maxim buat antar barang sering ojol minta ongkir terima padahal kasih ongkir kirim,1.0
login susah lebih dr x malah ga aplikasi ga bagus log in aja sulit mending si ijo dr pda,0.0
sangat bantu,1.0
makasih puas d layan drivwrnya,1.0
semangat utk trus beri baik,1.0
suka suka nyamenguji sabar hadap bagai macam karakter orangthanks udah kasih alam,1.0
cara bawa mobil kurang enak,1.0
maps nya paling buruk buruk buruk nya maxim pihak maxim kerja sama google maps lebih detail posisi titik ingin saran kamis terima kasih,0.0
order ga peduliin ga enak bngt,0.0
semangat terus ibu smoga rezeki batas,1.0
tge best,1.0
cari alamat tuju susah sekali,0.0
apk maxim yg baik murah drivernya ramah baik thanks buat apk maxim keren skli,1.0
jelek banget titik selalu sesuai kemudi kasar berattitude,0.0
enak buat drivernya masa titik gak malah berhentiin satu titik doang bayar titik rugi dong keluh rugi bensin aneh banget bintang layan jelek,0.0
