Ulasan,Prediksi Sentimen,Label Prediksi,Label Asli
driver ramah sangat bantu,0.99995529,1,1
driver mantap terima kasih,0.99998435,1,1
aplikasi bagus banget sih cuma kurang order bayar pake koin tampil maxim hasil potong nya cuma pas bayar nyata bayar tetap sama harga awal guna koin mohon tingkat kan yah min,0.998094497,1,1
ga cancel jing,0.069031298,0,0
asik driver nya,0.982946916,1,1
pesan maxim bike banyak titik alamat muncul sulit ribet,0.00839889,0,0
driver peras ibu ribu kena plastik belanja henti mitra semua guna maxim beri rating maksim diam,0.15730536,0,0
baik,0.995368531,1,1
cepat ramah,0.999673391,1,1
apa ganggu aplikasi padahal internet lancar bego sumpah aplikasi ngapa gk keluar kode otp udah uninstall instal,0.009923995,0,0
sangat bantu sekali,0.997238769,1,1
terima kasih,0.999828042,1,1
mantap,0.997492459,1,1
serius tibatiba suruh otorisasi masukin nomor benar malah mau jam nunggu kode verifikasi tetap kirim maxim niat ga sih mau satu jam nunggu kode padahal nomor udah bener,0.893003695,1,1
layan sangat bagus,0.998992343,1,1
sangat kecewa driver nya banyak kecewa kalau mau cancel pesan nda repot banget memang lebih murah apk bikin emosi tingkat tinggi,0.010848284,0,0
ramah,0.997082216,1,1
good,0.997505589,1,1
mantap,0.997492459,1,1
pas order harga rb nyampe tuju jadi rb parah driver harga jadi rb saat uninstall,0.409715474,0,0
rekomen,0.570091695,1,1
aplikasi maxim sering tampil lokasi kemudi ada jikalau terang selamat nikmat jalan,0.962616835,1,1
gak si driver nya jngn ampe bosen banget,0.203384817,0,0
kecewa drivernya ga bener bisa bawa tumpang pakai mobil rusak alhasil dampar jalan mana bawa orang pertama akhir kali pakai app,0.011309624,0,0
aplikasi sering error batal sendiri segera baik bugnya,0.122857451,0,1
kalo mau topup masuk nya lama banget,0.938283075,1,1
good,0.997505589,1,1
minta penjalasan nya harga tata apk costomer driver bedamohon tanggap selisih rb,0.965256348,1,1
kemudi tipu harga order beri bintang paksa,0.070719063,0,0
sangat baik,0.999041865,1,1
susah driver,0.085073113,0,0
cancel dulu terlalu jauh posisi driver jemput,0.309308827,0,0
susah daftar nya minta kode gk kirim kirim,0.026878059,0,0
kode otp gak masuk masuk padahal nomor tlpn benar,0.339948475,0,0
buruk sekali aplikasi,0.044408977,0,0
baik,0.995368531,1,1
good,0.997505589,1,1
orang orang nya gak cepat lelet lama kali jemput kadang malas orde pakai maxim,0.019805312,0,0
sangat puas,0.999019802,1,1
pesan food yg pes batal kurir marah nyalahin bicara kasar pdhl salah aplikasi pesan batal,0.002999008,0,0
sangat bantu butuh tumpang,0.998459629,1,1
terima kasih pak,0.999963245,1,1
order penuh juwantoro motorcycle warna biru nopol bgaeo terima kasih atas jalan rating,0.999798953,1,1
semua driver kalo ga niat ambil order matiin aja tuh aplikasi jam lebih nunggu buat lama sampe ganti driver sama padahal order jam jadwal kereta buat nunggu lama driver kalo cuma menit gapapa hampir menit driver ga jalan kecewa banget,0.006159723,0,0
driver ramah bersihmengemudi hati pokok yaa mantep driver,0.999521773,1,1
sumpah maxim udh update nontunai bayar ny udh ku isi eh ga pake pdhl uang masuk loh ga jelas aplikasi nya,0.025966406,0,0
penting urgent jam mepet mau berangkat kerja malah aplikasi guna,0.086773634,0,1
murah sih zonk peta ga jelas banget udah terupdate versi pakai buat antar barang jauh bener lancong bahkan nama jalan masing jadi salah jadi maki gw sama drivernya grgr salah peta padahal bukan gw yg salah kzl banget peta ga bener driver ga akhlak,0.003343701,0,0
senang,0.962534539,1,1
susah banget jam subuh nyari kemudi,0.012938857,0,0
dulu pakai cuman sejak aku sen mobil buat anter orang tua aku supir nya jalan sesuai maps sangat jauh terus driver nya marah mau nurun kan keluarga aku padahal liat maps terus mintak tambah ongkos hampir kali lipat order keluarga kau paksa nurut aja kerna erti rute tempat aku aku buat lapor maxsim driver nya malah besok nya rute order malam jadi tuju jadi troma takut sesat,0.007949412,0,0
kalo gk pake nomor minimal pake google geh,0.97023979,1,0
saldo ga pake huuuuuuu,0.166081309,0,0
ramahcepatringkaskas padat,0.609380871,1,1
layan bagus tepat waktu,0.999525506,1,1
orang nya ramah,0.999703366,1,1
masa mesan gofood susah kli aplikasi ga jelass nyesal download nya ajj,0.005536497,0,0
layan sangat baik,0.999193282,1,1
driver ramah,0.999018786,1,1
top,0.851508841,1,1
cepat jemput nya orang nya ramah baik hati,0.999963334,1,1
mantap,0.997492459,1,1
mud baik,0.99697985,1,1
aneh aplikasiga atur live chat customer service mungkin baru lebih mudah guna,0.590426952,1,1
baik,0.995368531,1,1
baik skali,0.998294628,1,1
respon lama order makan nunggu sampe jam buat komfirmasi sekali dapet konfirmasi langsung batal pihak drivernya sistematis lebih profesional,0.667635858,1,1
sangat baik,0.999041865,1,1
keren,0.991044622,1,1
sangat buruk susah banget nyari lokasi lokasi temu mu cari pakai gojek cepat temu lokasiny segera baik,0.015598357,0,0
oke sesuai tuju,0.999381801,1,1
ramah baik,0.999967402,1,1
kecewa gx mw nerima order,0.058031738,0,0
lama tunggu driver waktu selalu lambat pergi mana sangat kecewa,0.074974954,0,0
alhamdulillah bapak nya baik banget hujanhujan gin mau nerima order jauh hihi semangat pak,0.999941669,1,1
baik ramah cekat percaya,0.999983971,1,1
maaf knpa driver maxim daerah bekas jakarta skrg jd langka bgt masa sy sen maxim car jam ga dapet gilir udh dapet malah cancel drivernya gajelas percuma jg sy naik harga tetep lama gada yg mau kll emg murah atur protes sm pusat bukan malah gamau ngangkut tumpang karna jauh,0.074432611,0,0
cari mud terlalu jauh padahal deket masalah drever sering me ngencel krna lokasi jemput an terlalu jauh bukan sekali kali sen selalu gitu,0.010934234,0,0
servis nya oke,0.99953965,1,1
terimakasih good job,0.999976852,1,1
baik kakak,0.999609801,1,1
apk maxim yg baik murah drivernya ramah baik thanks buat apk maxim keren skli,0.999959266,1,1
delivery siap uang talang barang soal lama pakai aplikasi bukan beri fitur baru malah tolak suka talang barang fitur delivery harus buat talang barang jadi fitur biasa kalau pesan mobil nda apa kan nama delivery harus siap uang buat talang bukan tipu usaha masa iya pesan terus si driver suruh ganti metode bayar transfer,0.540087819,1,1
gk usah pakai aplikasi buat kecewa aja,0.028939843,0,0
top up kaspro tp gamasuk bantu dong aplikasi kok gin banget,0.994868446,1,0
aplikasi gk jelaspesan makan harga sama ongkir tempat harga jadi ribuini aplikasi pembodohanmasuk tindak pidana tipu kalau ituuntuk lokasi palu sulawesi tengahdnjx tukang ngantarnya nih,0.139761925,0,0
emang murah harga nya layan nya payah suka marahmarah kalo order malah gua katain kalo emang karyawan kayak gitu kasih kerja mending pecat aja bikin gak mod order hadeh temanteman gua saranin jangan donwload apk karyawan nya sampah semua,0.983764008,1,1
mantap,0.997492459,1,1
terima kasih pak,0.999963245,1,1
kali sen makan selesai batal sistem gara gara gak driver ambil pesan kali sen makan nyata toko udh tutup tahun lalu murah si gak pake buat apa,0.005366206,0,0
sngat baik,0.999071653,1,1
good banget,0.9993279,1,1
terima kasih atas nyaman,0.999982523,1,1
aplikasi sampah sering eror hari eror terus tdk selesai jg,0.007178605,0,0
drivernya ramah sekali,0.999219515,1,1
terimakasih atas layan nyaman,0.999926522,1,1
driver nya ramah tau banget jalan berkah pak usaha nya,0.999896841,1,1
jangan cancel cancel pesan orangsusah nyari maxim,0.066163361,0,1
mantap sekali murah riah sajaa senang,0.99994732,1,1
mantap,0.997492459,1,1
layan luarbiasa layan dgn tulus ramah,0.998980836,1,1
layan ramah,0.99887257,1,1
aplikasi transportasi paling buruk drivernya suka pilih pilih mending ngga usah jadi tukang ojol sekali,0.011072874,0,0
aplikasi nya aneh banget masa jemput driver nya jauh,0.028831363,0,0
peta nya buruk gada promo bayar gabisa debit,0.007864952,0,0
cepet respon ramah,0.999862153,1,1
mantap,0.997492459,1,1
sangat baik,0.999041865,1,1
batalin sen makan susah bgt,0.029919505,0,0
baik,0.995368531,1,1
bagus,0.994124967,1,1
mantap,0.997492459,1,1
orang ramah tamah,0.999786613,1,1
baik,0.995368531,1,1
driver yg okpuas dngn layan noga lancar pekerjaanya,0.718428105,1,1
kalau tuju temu maps mending cancel alam order alamat tuju deteksi akhir bayar pas tuju tarif selisih banyak aplikasi belah saran mending cancel kalau alamat tuju deteksi mahal tarif,0.015032351,0,0
mantap bossku,0.999158262,1,1
tetepppp aku ksihhh bintang udah masukkk sihhh tapiii ttep aja potong dong gaada tuh pemberitahuan kalau biaya adminnya jangan korupsi tolongggg,0.035441816,0,0
terimakasihh yaa,0.755135596,1,1
good,0.997505589,1,1
bagus,0.994124967,1,1
butut,0.376190722,0,0
asli yaa maxsim uang ku ditilep rencana pake karna mudah mau ambil barang malah pake ewallet maxsim kaspro isi uang malah potong ribu ga masalah sih jumlah gada pemberitahuan nya kalo bakal potong,0.054285765,0,0
baik,0.995368531,1,1
baik,0.995368531,1,1
tunggu driver makan waktu lama mohon baik,0.999784485,1,1
sangat kecewa pacar turunin tengah jalan besar da jarak rumah pacar jauh banget mau minta jelas nya nopol nya bkwn padahal bayar ongkos maxim nya sesuai harga jujur sangat kecewa,0.229717016,0,0
gimana aplikasi nya masa salah order makan gabisa batal cuma edit sen aja,0.01486218,0,0
sangat mudah responnya cepat,0.994852395,1,1
byr pake non tunai tdk bs masuk driver,0.030871034,0,0
tutup daftar mitra baru driver kasi tuh mitra kalian keluh kesah lebih banyak driver ketimbang cs makanya banyak laku rugi cs lari order minta tips minta offline kan sangat sulit mendaptakan order shopefood aja baru buka aja uda batas drivernya lah awal sekarang buka terus daftar,0.007741749,0,0
moga baik aplikasi memang murah tiap chat driver selalu lambat notifikasi jual makan online kalau delivery pakai maxim sayang banget isi semua detail tetap aja aplikasi kemudi malah ga kontak terima entah titik alamat entah driver memang ga teliti aplikasi driver ga detail,0.979150107,1,1
driver baik ramah,0.999967496,1,1
best driveramanah ramah,0.999958115,1,1
murah sih murah aplikasi nya murah banyak banget bug nya klick order udah order aja peta gak update,0.011485875,0,0
layan buruk banget sumpahdrivernya kasar sampe nyumpahin kena musibah ga abis abis gila si,0.004477859,0,0
order penuh suwito kayudi honda mobilio warna abuabu nopol rhf terima kasih atas jalan rating,0.999487994,1,1
udah isi kaspro malah log out sendiri gak login,0.15420419,0,0
terimakasih kerjasamanya,0.995090538,1,1
keren banget,0.997738107,1,1
apk ga,0.222021043,0,0
lengkap alamat ingin,0.473436177,0,1
jelek banget mau pesan ga,0.032896519,0,0
gw udah top up k bayar nontunai alias kaspro masuk udah jam ga masuk hangus dah k gw njir udh bikin bayar non tunai tba pesan pihak kalau non tunai tolak,0.128896177,0,1
rasa rugi pesan maxim motor aplikasi cuma masuk satu driver double klik driver pertama datang bukan driver terima order tau nama tuju jadi driver udah nunggu diduluin sama driver terus driver rasa jadi korban karna udh naik driver yg duluan dtg minta rugi aku rasa rugi karna ganti rugi double harga tuju,0.002319217,0,0
maps nyah buat lebih detail,0.599589586,1,1
mantap drivernya ga pake atributseperti temen,0.99904672,1,1
keren hati buat bapak nya semangat terus,0.999947,1,1
kasih bintang dulu aplikasi bagus kemudi nya ngak bagus kasar terus ngak mau tunggu lama cepat jadi ngak bagus dehh,0.999956873,1,1
apk tipu kmrn datengin kola gua kasih saldo cepe malah gbisa dipake hadeuh,0.793126494,1,1
jelek pokok nya,0.063732564,0,0
layan maxim bagus,0.99864942,1,1
bagusmemudah kan urus,0.974304702,1,1
aplikasi banyak tipu,0.131319821,0,0
aplikasi nya simpel harga nya cenderung murah banyak banget oknum alas gak bawa kembali uang receh awal jadi bukan sekali kali kali selalu rugi pergi terus mungkin rekomendasi temen oknum alas milik kembali banyak sekali terimakasih,0.106193602,0,0
nyaman cuman tadi abng nya injak becek jdi nak,0.998297259,1,1
sangat baik,0.999041865,1,1
drivernya ramah terimakasih,0.999939871,1,1
drivernya suka marah gara gara elo ngasih harga gak ngotak murah,0.018022478,0,0
sangat bagus,0.99879462,1,1
layan rusak pepe lu kira gua mau tunggu kapan org buru,0.154684901,0,0
kasih fitur gambar chat,0.999680343,1,1
terimakasih,0.98452041,1,1
ramah,0.997082216,1,1
aplikasi sampah riwayat order ilang tiba jadi gabisa reimburse minim fitur harga ngga transparan,0.017545164,0,0
buka maps lama kirain memori hp udh penuh pke hp laen sma aja baik bug nya parah bnr,0.90785148,1,0
terimakasih,0.98452041,1,1
kalo salah pencet sana gak batal gak opsi batal,0.004127324,0,0
alhamdulillah kurir nya sangat baik senang,0.999906854,1,1
layan mantap,0.999043551,1,1
makasih udah antar sp tuju,0.996860579,1,1
opsi cancel mohon baik,0.999769669,1,1
top up saldo maxim yg top up brp yg masuk kurang segitu mana masuk nya lama banget udh masuk eh ga sesuai sama nominal yg top up klo mau admin kaya gojek aja deh jelas biar ga ptong contoh top up rb yg masuk rb gila admin nya lebih gojek gojek aja cuma ribu masuk nya tipu ga sihhhh,0.761116341,1,1
sangat bantu,0.996264019,1,1
bantu banget,0.99449865,1,1
bagus ramah,0.999963783,1,1
kok driver maxim sekarang banyak gak sopan caloharus nya mikir dong coba bayangin kalo mulai pakai transportasi umum bakal sepi order kalian,0.017888188,0,0
susah cari pengemudiakun sering log out sendiri,0.077967942,0,0
aplikasi ribet gak jelas udah isi maxim wallet gak dipake rugi,0.008065224,0,0
malem minggu suruh download sama marketing maxim daerah bandara kata dpt saldo k bs pakai kirim goride gilir sen ttp bayar tunai abal aplikasi,0.063579321,0,0
baik,0.995368531,1,1
puas,0.995136427,1,1
maps susah cari,0.050044358,0,0
titik koordinat gapernah sesuai baik lah kasi driver kena omel customer,0.995040532,1,1
aplikasi nya jelas pesan selesai lalu pemberitahuan main pesan jadi batal drivernya jadi marahmarah,0.33699429,0,1
baik masalah map nya masak tiap hari ngrefresh terus terus,0.876555145,1,1
usaha kalau beri waktu menit luncur yah jalan bukan tempat pangkal kalau tulis segera tiba usaha dekat bukan pangkal titik drivernya kasi orang tunggu lama,0.037632942,0,1
aplikasi brengsek saldo kaspro gak dipakek,0.023644626,0,0
oke baik,0.999954819,1,1
hallo aplikasi login alias nerima kode otp udah semua no yg masuk tetap aja bs nerima kode otp login,0.051724732,0,0
dong kalau rute tempat sering guna stabil kan ongkos nyane mah sering jalan tempat rute ongkos malah naik trus payah bangsa indonesiaga stabilpadahal rute jalan mau kekerjaanpayaaaaahhh ekonomi indonesia,0.023852229,0,0
abang maxim baik ramah cepat bw mtrnya pas tdk kencang tdk pelan,0.999872242,1,1
peta gak akurat,0.042730093,0,0
terima kasihmantap,0.987457915,1,1
jamin selamat tumpang kendara sering nyaman aplagi mud sop nya,0.999473369,1,1
ongkos nya terlalu murah kasihan driver maxim nya,0.263939142,0,0
aplikasi baik sangat bantu perlu tambah map lebih akurat guna terimakasih maxim,0.999920147,1,1
buruk sekali drivernya lama bngt mah bukan mudah sulit mah,0.01003325,0,0
banyak banget tipu order fiktif kok tiba tiba cs maxim mau ngasih santun tiba tiba minta tf brifa maxim bagus benar aman nya astaga amburadul untung lumayan paham,0.914455459,1,1
dancok kali kali gk kasih kode verifikasi kalo gk niat mending gk usah download,0.916427314,1,1
parah bener aplikasi tiba logout sendiri pas mau login lg ga kode otp nya ga muncul pantes aja driver maxim suka ngeluh order sepi guna nya gada yg login buat order jalan,0.0194906,0,0
terimakasih mas lancar rejeki nya baik banget draver nya,0.999960987,1,1
top deh buat maxim driver ramah,0.999900428,1,1
cari alamat susah,0.074771404,0,0
driver hebat cerdas komunikasi,0.988690006,1,1
layan buruk masa yg cari uang pas driver dmn usaha cari uang kecil gilir mau trasfer langsung uang kecil jagan gitu kali dikit uang byk bilg terimakasih uang butuh kira gw sumbang kali lihat kalo ansul byk ribu mikir apa,0.0252195,0,0
download maxim buat hemat malah kena tipu sama cs maxim nya mana banyak banget maxim dong kok aplikasi nya gin tipu juta moga aman lebih jaga maxim,0.98950327,1,1
mantap,0.997492459,1,1
maxim nya eror gitu knp si,0.065788925,0,0
jelek banget gak muas supirnya gak yg beres gak ramah suka marahmarah suka buat atur sendiri paling sebal ewalletnya jelek bayar isi ulang gak yg beres rugi anjay suka lot alhasil barusan masalah sama drivernya mapsnya lorddd lebih bagus si apk belah mapsnya jelek anjay titik gak jelas maps kadang eror gak buka trus jelek,0.003332198,0,0
drivernya gak ramah semua mau bayar mahal udah sen tolak mulu banyak gaya drivernya najong,0.32045269,0,0
maps ny kacau lokasi jemput akan jauh padahal dekat,0.033312261,0,0
bagus,0.994124967,1,1
baru pertama nyoba maxim delivery eh duit colong driver mana ga tanggung jawab pihak maxim nya mending apk belah deh kaya,0.913628615,1,1
kemudi baik,0.998073502,1,1
cepat aman,0.998725711,1,1
bagus moga saing dgn yg,0.999928382,1,1
mantap,0.997492459,1,1
aplikasi kau kekmana nya butuh pas hujan gak drivernya kalau gak kerja kau tutup aja apk kau lebih mending pulak gojek hujan mau jemput,0.012623549,0,0
driver good,0.999119272,1,1
baikramah,0.845556244,1,1
alam buruk banget pas sore driver maxim bawa kabur dagang gak tanggap pihak maxim bagai mana usaha jas transportasi tanggap cepat layan complain customer,0.683467984,1,0
terlalu lambat kalau mesan driver putus order udah pesan nih lama nunggu nyata driver nya yg batalin,0.068930864,0,0
abang keren,0.999460344,1,1
mantap,0.997492459,1,1
parah sih sen car driver ugal ugalan pernah mabuk drivernya pintu minum lapor adu ga tanggap sama sekali aplikasi sorry uninstall baik dulu sistem,0.328400552,0,0
banyak driver laku leceh perempuan meng elus elus paha kaki langgan banyak jadi tetangga bahkan adik jugabkena leceh driver maxim ga adab seleksi,0.065338016,0,0
baik sedikit apk minta kode otp aja ampe ulang kali anjay,0.998488453,1,1
sering eror driver suka minta ongkos lebih,0.466121376,0,0
antar tuju terimakasih,0.998516944,1,1
sangat bantu sekali,0.997238769,1,1
sopir ramah,0.999180439,1,1
sangat baik,0.999041865,1,1
min akun maxim gk padahal mau banyak antar barang,0.214562118,0,1
aplikasi scam kasih saldo gratis staff maxim pergi sekolah malah gak dipake soal bayar nontunai coming soon kata saldo hangus bulan nyata cuma minggu bagi food banyak udah sold out padahal pas liat platform maxim stock pokok kecewa banget sama staff aplikasi,0.004731596,0,0
murah ramah mud,0.999390951,1,1
maaf syaa jd,0.127502501,0,0
apk ga lama nungguin driver jam bintang nol,0.109009087,0,0
terima kasih maxim sangat bantu cepat tepat waktu,0.999975766,1,1
terimakasih,0.98452041,1,1
masuk isi ewalet susah ribet,0.034101844,0,0
sangat baik,0.999041865,1,1
baik,0.995368531,1,1
hati guna maxim wallet kaspro sangat rekomendasi transfer hari masuk email tdk merespon,0.034793258,0,0
bagus,0.994124967,1,1
sangat nyaman layan sangat cepatmemuaskan,0.998283095,1,1
map nya gak bener gak baca,0.008425891,0,0
baik ramah,0.999967682,1,1
kurang kasih helm aja,0.999008331,1,1
tipu antar barang sampe kasih ongkos lebih malah lari ridan suka pakai maki langgan,0.988748477,1,1
aplikasi aneh gak batalin mesan,0.0104357,0,0
ribet gps nya ruwet ruwet gak kaya aplikasi mah ruwet super ruwet,0.991778324,1,1
driver baik banget ramah n sabar,0.999964318,1,1
terimakasih,0.98452041,1,1
verifikasi aplikasi aneh banget sama aplikasi,0.032117665,0,0
terlalu lama klo nyari driver pas udah ketemu ga konfirm,0.098389864,0,0
aplikasi hari lgi error yajadi telat kerja hari inisiap siap potong gaji nih gara gara maxim aku jadi buang waktu download aplikasi ijo,0.021157682,0,0
hilangin aja belanja food nya pesan udah tambahin trip malah bilang ngetuk tipu angel angel cocok buat bike aja ininaik maxim car x ketemu driver yg sama selalu bawa tumpang a dr,0.154641747,0,0
aman baik,0.999933203,1,1
kayan baik murah,0.999320215,1,1
kumpul ojek pengkol menang seragam,0.775745392,1,1
ramah cepat,0.999703261,1,1
sangat bagus,0.99879462,1,1
nice,0.963889211,1,1
maxim dana masuk kasprosaya top up lewat dana aplikasi maxim uang tetap aplikasi maxim mu apa maxim ad ket batal order food bikin susah gak aplikasi nyajadi kesel jadi nya gak aplikasi belah rumit cari luas,0.005293429,0,0
hancur harga pasar,0.272277415,0,0
bagus,0.994124967,1,1
thanks bank,0.924293965,1,1
oke,0.994186807,1,1
sangat bagus,0.99879462,1,1
nyaman,0.982256148,1,1
maxom os the best layan cpat aman nyaman,0.999946257,1,1
maaf ubah karna lihat lapang drivers maxim banyak benar ikut atur kendara kemaren malam driver maxim yg bahkan ada mabuk harap pihak maxim mempeeketat atur customers rasa aman nyaman jalan,0.979551332,1,1
aplikasi tiba tiba keluar sendiri minta login ulang kode verifikasi masuk kalau mau banyak langgan baik aplikasi bikin kecewa,0.064978719,0,0
mantap,0.997492459,1,1
aplikasi mantap,0.998738568,1,1
ramah abang teruk jdi driver yg baik ramah bg,0.999990971,1,1
terima kasih,0.999828042,1,1
aplikasi nya kata aku sih jelek soal nya maps nya gak lengkap,0.004165649,0,0
mantap,0.997492459,1,1
baik,0.995368531,1,1
bagus,0.994124967,1,1
baik,0.995368531,1,1
apk burik susah map nyo buntu,0.0108338,0,0
driver ramah sopan,0.999725099,1,1
bagus,0.994124967,1,1
wah maxim skg udah naik harga yahskg yg mahal banding gocar in drive krn gocar lg byk voucher,0.638949215,1,1
sgt efisiensi pakai maxim daerah bandung driver nyantol sekalipun jam tunggu feedback dri aplikasi,0.808223218,1,1
driper nya baik,0.997256493,1,1
good,0.997505589,1,1
e wallet kaspro jelek sangat sangat buruk baik isi saldo masuk bayar driver kadang kirim jadi bayar double,0.005024076,0,0
emang argo harga batang rokok super,0.988565362,1,1
susah buat daftar susah buat mesen,0.012305379,0,0
salah titij,0.203533888,0,0
titip map sering mleset,0.51820755,1,0
aplikasi nge bug layar putih pas cek keranjang padahal mau beli makan parah,0.155718207,0,0
udah nunggu lama malah cancel hadehh,0.300564587,0,0
lebih update milih driver bener rata temuin ga niat udah deket lokasi malah cancel bayar ga transfer,0.012346089,0,0
tiba tiba buru aplikasi malah down ga bjsa buka sama sekali,0.020476818,0,0
alhamdulillah orng baik ramah,0.999972647,1,1
maxim kau sama rata order dulu masa iya ngk sama sekali order kau kasih sama,0.989176212,1,1
bagus,0.994124967,1,1
dapat alamat deteksi map dimaxim sebut buat sulit tentu lokasi jemput,0.101307273,0,0
good job,0.999811264,1,1
drivernya selalu banyak alas ban motor pecah tambal ban baik driver ngga usah kasih order,0.97888406,1,1
driver nya ratarata sombong gak mau terima order kalau ongkos standar sekali aja jadi driver gojek grab biar lebih banyak driver lampung kasar kalau chat bikin illfeel hapus aplikasi,0.013630033,0,0
sangat ramah,0.999419547,1,1
biasa nyaman pake apk eh barusan nemu driver yg layan sangat buruk harap evaluasi drivernya soal jadi gamau pake apk gara driver kalo perlu bukti order,0.866224393,1,1
jelek banget mau ganti nama malah muncul tanggal lahir salah lha apk aneh,0.00376457,0,0
mantap,0.997492459,1,1
yg driver nama tino ali pecat gk berhentikqn kan ancam teror kan syq sbg costumer,0.054739118,0,0
driver nya sangat ramah tepat waktu,0.999684201,1,1
top,0.851508841,1,1
abang ramah baik sekali,0.999974952,1,1
top up kaspro gamau nambah akun maxim nyusahin aja,0.818463787,1,0
apk paling kacau pas order berapa pas tempat harga beda gila banget nih maxim naikin harga gaada otak,0.018541992,0,0
mantap,0.997492459,1,1
suka error melulu mehubungkan layan terus,0.141036689,0,0
kasih bintang cantum lokasi selalu error jadi baik,0.999849923,1,1
sangat bagus,0.99879462,1,1
datang tepat waktu nyaman lama dlm kendara,0.99970685,1,1
kalau mau daftar ngirim kode nya whatsapp aja gua gak whatsapp woy makan gua gak tau mau masuk terang akun terlalu coba terlalu banyak gua gak taaauuuu lewat sms lah,0.0064224,0,0
maxim beri gacor buat drivernya,0.993959421,1,1
mantap,0.997492459,1,1
aplikasi bongak lihat nama antar dulu tanda mana driver mau naik mana trauma,0.784631357,1,0
order penuh didik haryanto daihatsu sigra warna putih nopol bnff terima kasih atas jalan rating,0.999718216,1,1
sangat bantu,0.996264019,1,1
bagus jalan,0.998082402,1,1
aplikasi kok ganggu terus,0.063816786,0,0
makas kk,0.954034165,1,1
maxim tolol mau isi data daftar nama nih isi malah tulis tanggal lahir salah kan tolol bin bego trs cari alamat titik rumah aja ga padahal udah bener buar no in malah ga deteksi kontooll lah murah si murah kan titik jemput nya gak deteksi bangke lah,0.006845713,0,0
terima kasih,0.999828042,1,1
baik bangeeet bapaknyaa,0.999140247,1,1
terimakasih,0.98452041,1,1
mantap,0.997492459,1,1
kode gak masuk terus anehbni aplikasi,0.026026368,0,0
mantap,0.997492459,1,1
aplikasi gak mutu salah salah sampe bayar x buat tuju bener bener nyesel pake aplikasi fiturnya kurang susah digunain,0.00239265,0,0
gajelas marahin padahal bapak salah sakit hati dimarahin panjang jalan trauma banget naik maxim,0.006288052,0,0
sangat baik,0.999041865,1,1
login padahal format negara nomor telepon benar,0.572230399,1,1
ramah baik,0.999967402,1,1
sangat bantu,0.996264019,1,1
trm ksh layan yg baik,0.997530618,1,1
terimakasih,0.98452041,1,1
mohon baik gps,0.999869293,1,1
bagus,0.994124967,1,1
good driver,0.999213846,1,1
jelek masuk aplikasi minta kode sms parah,0.006627083,0,0
aman nyaman,0.999852675,1,1
server nya baik koneksi lancar bahkan coba app hubung jaring terus aplikasi maxim,0.998995884,1,1
maxim sangat cepat baik buat orang yg ekonomi kurang,0.999547453,1,1
sulit banget mau beli mi gaco ga mau nerima driver nya,0.023549378,0,0
driver ga amanah kalian kembali gapernah pas langsung pergi ga make kata maap gede rp kalo bukan hak nyaa gausah ambil bukan ga ikhlas cuma biasa bgt udh sering jadi ngerasa sepele hak konsumen,0.093204021,0,1
baik pak,0.999816218,1,1
emang yah driver minta naikin ongkir dgn alas hari malam kocak ongkir awak k jadi bangke,0.965434659,1,1
sangat manfaat,0.982213164,1,1
mantap,0.997492459,1,1
mantap,0.997492459,1,1
sangat baik,0.999041865,1,1
kemudi ramah cepat merespon beri tanda bayar aplikasi maxim jalan claim guna hak dapat bukti bayar sah aplikasi,0.995178126,1,1
susah cari kemudi,0.054745197,0,0
maps ny emng ga akurat lokasi dimna deteksi ny dmna pulasmpai beda kelurahansaran maps ny upgrade biar akuratkdang driverny udh tau alamat dsini tpi sering smpai salah alamatmasa iya yg jmput driverny keluarsaya pakai aplikasi biar ga ribet nyari kendara jlantapi mlah yg tmbah ribetmending nyari ojek tepi jlan aj sklian klau gtu,0.331529379,0,0
bpkny cepat hambel ramah sm tumpang,0.99944153,1,1
good,0.997505589,1,1
driver sering lambat gak pernah kembali gak sesuai sama waktu yg d tentu d terang,0.044877589,0,0
maxim skrng jelek jmpunya lama bangetttt mending lama jln mah bilang otw tpi diem tempat lama tempat pdhal deket saya hmmm,0.088418722,0,0
titik lokasi gak bener ngerugiin customer gak mungkin kan nyalahin drivernya,0.010003567,0,0
bagus,0.994124967,1,1
sangat puas,0.999019802,1,1
bagus layan,0.997956306,1,1
kemudi kurang ramah,0.998601328,1,1
map gimana sih update terus tp baik,0.970747156,1,1
terima kasih pak drive nya sopan,0.999971438,1,1
good,0.997505589,1,1
baik layan nyari driver nya lama banget padahal dekat ga ambil ngartis mending make aplikasi belah,0.983950557,1,1
ramah,0.997082216,1,1
baru profil tak bagaimana aplikasi,0.406464696,0,0
maaf kak mau tanya kalo barang tinggal mobil cara hubung driver nya gimana soal nya no tlpn sama wa aktif semua,0.36828202,0,1
bantu,0.980366563,1,1
bagus,0.994124967,1,1
banyak maka apk inisampai pesan maxim tak mau bayar ujung si driver yg rugi banyak d baik sistem,0.401307404,0,0
driver tak ramah,0.998174272,1,1
eror x nih pagi udh bikin emosi mau masuk apk masa suruh cek internet lah internet gua aja gb x mau masuk apk pakai kuota internet smpe gb hahahaaaa kok jadi bobrok sih,0.115544736,0,0
mantap,0.997492459,1,1
good job terimakasih,0.999981372,1,1
driver sangat ramah sopon,0.999490625,1,1
mantap skali,0.999110256,1,1
apa lah ga minta otp nya,0.166856468,0,0
