processed_text,vader_sentiment
tiap hari terima driver baru banyak kalau jadi tri hubung sepak kau aplikasi kejam sadis pikir nasib driver daftar buka ter hari kiamat,0.0
perhati waktu jemput mesen jam berapa dateng jam berapa terlalu lama datang nya bawa motor nya terlalu ugal ugalan bikin si customer nya ganggu baik kalo nganter si customer gak usah bawa muter muter jalan nya kek sengaja betul bawa muter muter bikin orang telat masuk kerja aja,0.0
banyak akun tipu aplikasi banyak rugi mitra ojekaplikasi taxsee motor sendiri kena tipu barusan pesan fiktif niat mau nyari uang mengunakan aplikasi maxim eh tau dapet order bodong jadi rugi total pesan baik sistem aplikasi maxim tingkat security protexci biar klo orang daftar maxim klo nomor udah pakai tipu daftar maxim bnyak tipu aplikasi,0.0
mantap,1.0
baik,1.0
kembangin deh nih apk gua mau pakai belah dulu sini nyari alamat aja ngak nemunemu,1.0
good,1.0
jalan hemat nyaman aman sampe tuju,1.0
sangat baik,1.0
trimakaihh layan ramah,1.0
sangat kecewa sama aplikasi maxim kurang map daftar buka terus tiap hari contoh grep sama gojek daftar buka tahun sekali kalo kayak gin gak hasil banyak driver cs dikit hadehh maxim,0.0
cari driver susah banyak nolak,0.0
aplikasi buruk masa mesan malah anggap ngerjain padahal niat mes,0.0
baru instal aplikasi benar bagus aplikasi hemat ongkos keluh banyak kemudi minta batal cancel order banyak alas si kemudi keluh jauh posisi mau jemput antar mending hapus aja aplikasi tak manfaat,0.0
makasih banyak pak bambang sehat selalu pak,1.0
sangat baik kemudi,1.0
sumpah jelek banget aplikasih semua lokasih gk cantum betul sulit cari lokasi kalau gk updet lokasi tutup aj aplikasi,0.0
login akun susah banget nunggu otpny engk muncul muncul,0.0
banyak driver minta batal,0.0
plis bilang drivernya biar lebih amanah ga usah nerima order kalo ujung dicancel udah muakk sama drama driver maxim freak,0.0
buat apliksi bagus dikit soal nya daftar lama ko minyak no hp lgi lgi penting nian mau mesan maxim dx sangat kecewa aku sengaja ngasih pontang satu kerna dx perotes,0.0
mantap,1.0
aplikasi gajelas gw nunggu kode mau login jam baru muncul sampe ga login molor kali kerja nya haruasnya jagan kasih bintang ga jelas,1.0
drivernya ramah,1.0
isi wallet tanggal juli hari isi kalo dana ribu tergantuvdi virtual account blm masuk wallet kerja suruh email terus hari kerjasamanya kalo memang nda mau isi uang kembali,1.0
keren,1.0
baik,1.0
terima kasih pak sangat ramah baik,1.0
oke sip,1.0
oke,1.0
good,1.0
mohon tingkat lapor progress jalan kirim barang real time jalan ikut tanda terima barang kirim jalan driver perlu info,1.0
yaa kok tiba keluar sendiri mau login kembali malah nggk nomor benar ganti nomor tetap gk masuk kode nya gk masuk lewat panggil sama aja gk msuk pdahal nomor sudab benar beberapa nomor cantum tetap gk msuk kode baik yaa,1.0
layan baik,1.0
orang sangat ramah,1.0
top up udah jam masuk,1.0
maxim yaampun susa bangett cari kemudi nyaa jadi susa mau mana,1.0
cara bawa mobil kurang enak,1.0
terimakasih antar tujuandrivernya ramah,1.0
sangat bagus,1.0
kaspro lebih nyaman,1.0
dapat kesalahanpada mulai pesananmap gps milik maxim tiba tiba ngebug muncul petamap buat sulit mes order mohon perbaikidibantu,0.0
harga apk driver beda dong baik apk customer harga sekian apk driver harga malah lebih tinggi bikin ribut aja sama driver,1.0
sangat baik bagus,1.0
sangat bantu saat pergi tarif sangat murah,1.0
baik,1.0
delivery buat auto aja min kalo udah buat auto tak ganti b biar cepet dapet order delivery express mu gak guna,0.0
driver ramah,1.0
ramah,1.0
terimakasih,1.0
mantap,1.0
nyaman,1.0
terimakasih,1.0
bagus,1.0
saran aja daftar maxim lebih ketat verifikasi data diri nama asli sesuai pas order driver order driver verifikasi bnyak orang kurang kerja manfaat kurang tsb untum rugi driver maxim dwngan buat order fiktif karna daftar maxim terlalu gampang gk batas,1.0
baik,1.0
syaa udahh sen order mobil orang tpi pihak maxim kena cash orang ribu aplikasi argo nyaa ribu kena cas orang jdi nambah ribuk truss biaya parkir ribu biaya pihak bandara ribu total ribu lebih parahhhh gak sesuai dngan argo aplikasi padahal syaa dah psen buat orang,1.0
layan buruk tunggu lama kemudi ambil order minta naik terus tarif nya buat apa ngasih tarif minta tambah terus kaya negosiasi dulu,1.0
mas driver nya komunikatif jadi bosan,0.0
layan mantap,1.0
kok jadi gin si ajg maxim tolol dah udh brp kali pake maxim gprnh se emosi mesen titik jemput gak sesuai tempat yg deket dri rumah aja gak mapsnya nge bug apa gmn si dev tolol,0.0
susah daftar guna baru,0.0
gk jelas maxim order fiktif nya hari nyalain aplikasi kgk nyangkut sma skli,1.0
sangat membantucuman kalau isi saldo non tunai lambat,1.0
excellent service ramah komunikatif good luck,1.0
baik banget,1.0
aplikasi gajelas cari drivernya susah bgt nolak rezeki sama sistem aplikasi yg aneh masa pesan makan udah konfirmasi pas cek malah gabisa akhir double terus masa marah marahin sm drivernya dikatain kudet suruh ajar yg bener padahal yg salah lohhh ga ngerti pesan jam berapa malah datang duluan waktu malah nyalahin ga ngerti pakai aplikasi poko big noo kecewa berat,0.0
mantap,1.0
ramah,1.0
sering error,0.0
lot banget mapgps jg sulit paham banyak jelas tunjuk warung toko subjek lain bkn nama jalanrute tentu yg mudah paham aplikasi belah yg mirip google maps,0.0
skg bug apa kog harga yg pilih sama dgn harga keluar kyk tipu gitu jadi nya harga mahal kalau gitu mending pakai grabgojek aja,0.0
bagus,1.0
bayak map gak deteksi payah,0.0
sy downloan pesan order minta log in minta otp tp otp masuk malah error coba bbrpa kali sampe akhir sy nyerah jd pindah pakai grab aja log in nya jauh lebih mudah,1.0
maxim joss driver ongkos sahabat,1.0
makasih mas,1.0
kunaon asia goblok saldo aing sedot rb teu narik ge setan,0.0
sangat baik,1.0
sekarang bukan lebih mudah pakai kaspro malah sering ribut driver,0.0
terimakasih aplikasi sangat bantu pergi,1.0
sangat baik,1.0
driver jalan mobil tumpang smntara naik blm tutup pintu mobil gmn tuh mhn dprhtikan selamat perlu ada sop layan,1.0
susah banget nyari alamat tuju buset deh dong upgrade apk nya,0.0
kecewa aplikasi walaupun lebih murah dri apk yg tpi order sangat lama belum pesan order mnt lebih tunggu tpi seleksi kemudi alhasil jadi telat sekolah,0.0
binatang nyari alamat susah,0.0
isi saldo kaspro pakai solusi bagaimana tarik jg ga,1.0
bapakk driver luar biasa baikk trmksh,1.0
map baik,1.0
pihak maxim tindak lanjut tipu soal bayar delivery,1.0
terimah kasih drivernya good bantu turunin barang terimah kasih,1.0
susah cari ttik tuju aplikasi yg,0.0
good job driver,1.0
murah cepat supirnya ramah,1.0
beri rating bintang login aplikasi harus pasu data pribadi contoh nama sesuai ktp sama nik perlu foto selfi foto profil guna no telp langgan silent jadi driver melihatmenghubungi langgan hindar ada konsumen yg tanggung jawab laku order fiktif,0.0
sangat bantu,1.0
aplikasi paksa suruh download padahal simpan udh penuh mana maksa,1.0
bagus,1.0
tarimo kasih banyak om,1.0
aplikasi sangat jelekkarena nomernya guna smartfren dapat saldo gratis,1.0
ngga jelas aku habis is saldo tiba hilang ngga tau kmna saldo ku,0.0
buruuukkk pembyran ewallet terima driver selalu minta cash,1.0
maxim murah sih iya tp maps ny tololll ga lengkap begoo,0.0
susah dpt kode otorisasi login,0.0
sangat profesional tbtb kemudi minta batal bukan kali sering padahal customer butuh cepat apa ada hamil etika kerja baik,1.0
titik tuju sesuai tujuansehingga kadang mesti nak biaya tambah karna titik tuju gak sesuaipengemudi mes banyak kurang alam jalanbeda apk ojol titik tuju tepat kemudi ramah handal rata rata kemudi nya baru ajar bawa mobilmaaf kecewa apk,0.0
pelanyanan bagus,1.0
makasih,1.0
mantap,1.0
driver gajelasminimal cek psikologi nya sblm dtrm kerjamental illness kali driver nyud laporin ig malah kaga tanggepin bikin trauma org aja bisa,0.0
alhamdulillah kurir baik banget,1.0
aplikasi buka kata hubung layan harap periksa internet padahal ganti provider bahkan pakai jaring wifi buka akses apk maxim bagaimana mau order mending belah aja kalo gitu,1.0
harga delivery tiba ubah jadi pas aju komplain aplikasi malah balas pesan otomatis harga jadi sama grab mending pakai grab drivernya rese minta no hp pakai maxim krna untung murah kalau naik jadi mahal mending pakai grab,0.0
susah driver,0.0
udah pakai vocer diskon harga bayar kok tetap sama ngapain buat voucher kalau kek gitu,0.0
lama dpt driver gilir dibatalin tiba datang bukan sekali sprti tpi kali rugi pakai maxim baik,0.0
terimakasih hantar kakak,1.0
kurir baik,1.0
padahal benar maxim tu apk yg bagus murah driver yg nakal banyak bgt minta imbal padhl deket nganter barang alesannya kan sy hrs muter dlu lah mas kan emg gtu klo mau nganterin klo ga buru buru mah sy nganterin sendiri kali jd bayar kali lipat driver ny seleksi,1.0
baik ramah pemgemudi ny,1.0
abngnya ramah,1.0
kali kalau mau punya driver milih milih deh maxim nol bgt,1.0
layan nya bagus,1.0
oke,1.0
terima kasih atas layan baik,1.0
sopir baik ramah terima kasih,1.0
alam buruk pesan ojek motor langsung bayar aplikasi buaya tukang ojek nya minta pas pas yg tangan anjirrrrr fak lah kata gue teh mana gak mau minjemin helm alas takut tukang ojek pangkal,0.0
sangat baik,1.0
dua kali uninstal apk kirain msalah hp ganti hp sama aja nyata sen makan cari driver terus sampe menit nungguin gak yg nyangkut sampe kesel pesan dibatalin jg gak lgsg uninstall eh makan yg sen jam lalu malah tibatiba datang telaaattttt udah keburu beli pake apk why why why,0.0
alhamdulillah jual sepi sen maxim car tarif apk ken bayar huh ga sekali minta rb rb,0.0
no telpon verifikasi bener gak masuk,0.0
terimakasih layan sangat ramah,1.0
sangat baik sopan satun,1.0
bagus,1.0
aplikasi tolol sms telp verifikasi number satu abad ga masuk masuk,0.0
lumayan pol,1.0
sangan bagus nyaman trimakasih maxim sdh hadir manokwari,1.0
nice,1.0
ramah,1.0
isi saldo malah gk isi padahal saldo atm potong,0.0
bagus,1.0
terimakasih,1.0
mantap,1.0
bohong public kata beli pake saldo maxim nyata ga,0.0
mantap,1.0
mantap,1.0
balik duit ibu ibu palak ituputus mitra driver ynag malak or bintang ga bakal ubah,0.0
bapak baik ramah terima kasih bapak,1.0
minta driver ojol pecat langgar atur lalu lintas lawan arah naik trotoar,0.0
ramah bageur,1.0
pesan cargo harga nya naik terus rb jadi rb naik rb nyesel pake maxim enak pakai gojek,1.0
dapetnya susah banget,0.0
ramah bangetttt baikkk nyaaa masyaallah bawa motor nyaa tenang kayak gin driver idam,1.0
aplikasi eror udah login masuk kode tetep aja eror muluudah drivernya nanya privasi lebih parah sengaja pake rem depan biar nempel parah,0.0
srius susah banget cari lokasi nya jam doank cari alamat kagak bohong dah pusing gegara pin poin search alamat tuju awal nya harga normal udh cepat k baru terima eehhh udah terima driver minta tambah k harus k minta genepin k njirr awal doank murah ujing ujung nya palak lebih mahal gojek grab jarak km doank padahal kalok gojek grab an hampir x lipat,1.0
layan baik asyik ramah respeonsib,1.0
nyaman aman cepat sangat ramah kakaknyasehat sllu kak,1.0
asik ajak ngobrol trs kemudi enak tdk kebut,1.0
sangat ramah,1.0
aplikasi bodoh direver nya profesionalkalau pesan makan nya sikit gk da yg responpadahal kan fee nya jgk kecewa lahgk usah lgkalian pakek apk ni,0.0
maxim skrg dah gabisa login hp baru dah coba hp pake nomer beda kendala selalu sama kode otp samsek ga masuk sms mana gabisa kirim lewat email update dong pantes maxim tambah lama tambah sepi,0.0
makasih,1.0
drivernya mantap,1.0
bagus mantaap,1.0
terlalu bagus,1.0
good,1.0
bagus,1.0
knpa sya stiap psen maximgps sya sellu hilang jadi sya sulit mnmukan titik driver,0.0
sopir baik layan oke,1.0
baik ramah,1.0
susah sekali order makan aplikasi,0.0
mohon sangat jarak jemput antar sesuai google maps asli bukan aplikasi ongkos sesuai jarak jemput antar google maps asli jangan masuk order indomaret sama alfamart terus apa mau lama order alfamart indomaret order fiktif lain jangan pernah kerja sama antar orang penting diri sendiri aplikasi,1.0
aplikasi bodoh,0.0
layan sangat baik,1.0
nyaman drivernya asyikk,1.0
terima kasih om nya ramah respon,1.0
kemudi hati bagus bersih driver yaa,1.0
up dulu kasus kerupuk kalo profesional putus kontrak baned akun,0.0
mantap,1.0
maxim manokwari barat klo pagi padahal bnyk yg online tp mrk tdk mau narik pelngganlmeski sdh naik hargamohon biar lebih bs percaya lg biar bnyk konsumen yg butuh jasa maxim bs kebih bnyk lg masuk pra driver nyajgn sampe batal kan kadang kln lmarah tp butuh kln tdk oernah pedulimeskipun batal kan tetap byr via tranper koq jd klo bs saling peduli saling lah,1.0
apk apa udah kali kali login nomor tetep gabisa bahkan hapus download apk gak,0.0
semogaa driver nya lebih cepat jangan plih pilih kecewa gue jngan pilih pilih woi kek ganteng aja driver nya iwhh,1.0
lama bgt drivernya sumpah mana susah cari driver,0.0
good,1.0
hemat cepat,1.0
harga murah driver gk punya untung abis pake bensin,1.0
mantap,1.0
terima kasih,1.0
akun cuatomer kok gj terima kode otp gimna,1.0
service luar bagus sekali manatap,1.0
apk gak jelas banyak eror,0.0
supir nya ramah,1.0
nomor aktifasi error,0.0
cepat mudah akurat,1.0
ramah konsumen,1.0
harga yg sangat sahabat kantong namum perlu baik map krn kurang presisi,1.0
hari kirim paket hampers pake maxim dr jemput aeon tj barat pasar rebo sampe barang ambil chat via aplikasi sama drivernya trs sdh kasih detail alamat terima respon sampe malem barang g sampe trs aplikasi hiatory mesan sempat share mesan tp klik g temu aneh si maxim coba tlp call center tdk chat via dukung g jawab jangan pernah pakai maxim deh gaes ga jelasssss,1.0
bagus,1.0
kemudi ga mau sampe titik tuju pas macet,0.0
trimakasih,1.0
baik,1.0
bayar non tunai mudah terima kasih,1.0
udh nunggu jam gk dpet drivernya trus mau d cancel jga gabisa tiap mencet cancel psti gada respon pdhal bsa d geser mesan baru ampas,1.0
terima kasih aplikasi sangat bantu karna penjemutn tepat waktu dn sangat cepat moga makin lebih baik lg depan nya maxim oke,1.0
tibatiba log out sendiri guna aplikasi baik,1.0
bagus,1.0
sikap baik,1.0
sangat muas kan khusus nya bagi login,1.0
aplikasi jelek ga batal transaksi anjir tulis batal tp isi ubah order kan bodo,0.0
mantap,1.0
cuma maxim yg driver kurang aja sama customerjngan duit dong yg perhatiin customer bukan raja kalian butuh customerdriver kalian se olah kalian cuma ga penting,1.0
mantap,1.0
aplikasi tololbanyak driver lo yg olat gak sesuaimotor nya gak sesuai aplikasitolol banget dahdah kek mau maling aja,0.0
udah isi kaspro mau bayar malah alih tunai sekarang saldo jadi ngendap algoritma aplikasi gak jelas,0.0
biaya terlalu mahal maps gak jelas waktu estimasi beri sering sesuai,1.0
maaf kuranng nyaman pake maxim driver pernah stand by jelekkkk banget,1.0
drivernya ramah,1.0
bad attitude driver lebih selektif lg,0.0
sangat baik,1.0
oke,1.0
leave dulu maxim kecewa driver nya deal lalu pesan malah minta cancel minta tambah ongkos parah,0.0
terimakasih antar polsek plered,1.0
nice good,1.0
layan baik cepat,1.0
kemudi ramah,1.0
ojolnya cepat datang ramah,1.0
mantap,1.0
usut tunta kasus driver minta ganti rugi rb cuman gara gara senggol kresek krupuk,0.0
oke,1.0
semua baik,1.0
udah top up kaspro maxim tpi ga masuk pdhl udah rugi banyak,0.0
gak cancel order,0.0
puas,1.0
good,1.0
terima ksh bang driver maxim,1.0
drivernya galak banget padahal ngga denger bilang ngga ramah driver nya training sampe kaget diomelin sama driver nya,0.0
bintang aja biar tau kalau udah cancel order harus jangan kemudi sama dong kali kali cancel tetap aja orang sama pakai akun sama aja orang error banget buang waktu tenaga cancel kemudi respon sama sekali nunggu lama gerak posisi untung aplikasi kalau andal maxim mati,0.0
aplikasi error,0.0
kalian usut driver kalian yg kena sentuh plastik kendara aja minta ganti boikot maxim kota medan,0.0
driver sulit temu area bar,0.0
best of the best,1.0
sangat bantu,1.0
sangat puas,1.0
baik,1.0
drivernya orang kampung ga ber attitude,0.0
mau psen mkanan lama bgt g dpet dpet,1.0
sip terimakasih,1.0
baik,1.0
mantap,1.0
luar biasa mantap,1.0
mantap,1.0
minta kode aja susah jing,0.0
baru download tp gk login padahal udh ngikutin atur nya tetep gk pakai alhasil uninstall soal gk login dong padahal daftar no wa nya udh bener tp tetep gk bilang no salah aduhhh,0.0
entah mapsnya skrg loading lambat padahal ga masalah sama jaring hp,0.0
terimakasih,1.0
drivernya baik harga jangkau,1.0
lokasi ga update,0.0
aplikasi lot aplikasi driver paling bawah banyak bug sinyal bagus malah baca jelek,0.0
mantap,1.0
aplikasi keren mudah cepat tuju,1.0
maxim ga banget sekarang kemaren pake maxim delivery instan lalu tulis note alamat lengkap n nomor telp terima bayar laku si terima lalu yg wa terima minta uang duluan tf alas buat beli bensin customer percaya krn maxim emng lama ga masalah tf lalu ovonya pas driver minta uang lagiternyata drtd chat wa bukan driver nya yg bingung tau tipu klo yg byr sipenerima apa kerjasama,1.0
bagus cepat,1.0
driver baik kali,1.0
sangat bagus,1.0
tolol dajal respon ibu ibu minta rb dajjal masa cuma senggol dikit sampek minta segitu ngk ngotak babi pajero aja sampek penyok cuma abis tolol,0.0
driver maxim banyak ganjen mud seringkali temu kemudi motor helm nya safety lah maxim lebih selektif pilih driver karna tumpang kan bayar bukan numpang cumacuma jadi baik layan lebih selektif pilih driver,1.0
amanah cepat ramah,1.0
kemudi ramah,1.0
bagus,1.0
map ga jelas pesan harga rb pas datang lokasi jadi rb lebih kocak,1.0
ugal ugalan,0.0
ramah gercep,1.0
nyetir mobil nya ugal ugalan hampir bahaya kemudi,0.0
jelek ngomongnya menit nyampe lah toleransi menit sampe menit nungguin driver,0.0
minimal driver jangan tolol ngertilah pakai gps,1.0
aplikasi paling nyaman mesan ojek map jelekburuktidak akurattidak baca google mapburuk sekalisupur buruk,0.0
baik,1.0
oke,1.0
alhmdulillah prjalanan aman sangat nyyaman terimaksih maxim,1.0
maxim mantap,1.0
mantab cpt thanks pak driver sehat selalu lancar rejekinya,1.0
kecewakok abis install mau masuk gk notifnya gagal masuk,0.0
luar biasa aman terima kasih,1.0
baik,1.0
sangat ramah moga sukses terus,1.0
mantap,1.0
good job,1.0
aplikasi donk transport air speed boat adakan mudah,1.0
maxim wallet kayak koontooll eh maap malu laki maksud,0.0
ramah cepat,1.0
mobil anti corona,0.0
malm admin mau tanya mudah mudah jawab maxim lihat no hp tumpang,1.0
beneran udah angkat tangan aku top up maxim kaspro sekian kali tiba tiba potong banyak trus tiba tiba blokir trus barusan malah gak masuk sama sekali blokir mau apa coba mending bayar langsung transfer bank aja ribet pungli gin gak bangett sumpah,0.0
minta batalin,0.0
terima kasih bang,1.0
susah mau sudh,0.0
the best,1.0
sangat buruk,0.0
kang ujang ujang mantap,1.0
sangat baik,1.0
tiba tiba maxim walet blokir apani mana baru isi saldo,0.0
bagus sangat baik,1.0
aplikasi gajelas lama banget udah nunggu jam gak driver samsek mohon kasih lebih cepat dong,1.0
guna baik,1.0
entah gimna buat nih maximsusah orgnya mau nerima orderanemosi guesmpe udah order brpa kali ngga munculjelek banget sumpahngga becus,0.0
mantap bos,1.0
mantap,1.0
bagus,1.0
sangat ramah sopir mobil kalo motor ramah,1.0
mas baik sopan,1.0
mobil bersih wangi,1.0
enak sbnrny make maxim tp kyny dri dulu maps ny gapernah dibenerin sy sbg costumer sering repot buat nitikin maps manual sangat bingung,0.0
bagus,1.0
ojek abal banyak tipu,0.0
baik,1.0
semalem dapet driver ojek yg songong minta ampun ga punya adab etika sampe maki fitnah makan belanja pake duit haram ckup ampe sini ajaa pake maxim dn driver nya an yudi iryansyah moga hidup lo kek gtu aja smpe turun,1.0
titik jemput selalu eror liat histori order ga buka lah baik,0.0
nice,1.0
layan sangat baik terima kasih,1.0
banyak kurang mulai segi lokasi hingga entah batal pesan gw cancel semua drivernya baru kasih muncul opsi batal pesan just make me feel embarrassed right now,0.0
motor butut ga sesuai oke lah ngerti lah driver nya ga sopan udah kaya preman bintang lah kapok pake maxim,0.0
lumayan sih waktu tepat sih,1.0
bagus,1.0
gk login coksmsnya tak masuk,0.0
susah pake susah nentuin titik tempat jauh,0.0
bagus,1.0
gak niat bikin aplikasi gak usah bikin aplikasi banyak gak jlsny lol,0.0
sangat bagus,1.0
ramah baik,1.0
cepat aman orgnya sopan,1.0
woii maxim nomor hape terima kode otp udah laporin via email nggk respon padahal guna setia maxim masa kalah sama gojek shoope kacau,0.0
langgan maxim tawar kaspro tarik coba isi masuk lama sekali hampir telat masuk sekolah tentu yg bilang potong apk maxim sendiri padahal riwayat tf bebas admin,1.0
terimakasih,1.0
thank,1.0
semua tambah kurang driver lebih gampang jemput antar contoh order foto lokasi jemput pickup nama lokasi tuju muk kasih waktu jangan selalu percaya komplain tumpang bom benar,1.0
sangat baik,1.0
kecewa sih sama maximmasa kalau abis bayar gojek bilang gak kembali teruskalo sekali kali sih oke iklasintapi kalo tiap naik ojek gak kembali nya kannyebelin dong solusi pihak maxim terimakasih,1.0
tks banyak pak smoga mudah rejekinya,1.0
niat hati igin coba pake jasa maxim tp cukup sekali pakai maxim harga tera aplikasi sesuai bayar driver nya driver nya minta tambah bayar karna jarak driver jemput terlalu jauh kata nya lurus dulu sistem nya maxim sama driver nya boleh langgan mnta tambah biaya ac nyala malah suruh buka jendela sangat sangat nyaman gak tau apa emang standar nya,1.0
tarif bike rasa terlalu murah ingat jauh jarak tempuh potong pihak maxim mohon revisi biar sama sama untung terima kasih,1.0
terimakasih cepat tanggap pesan order paham butuh guna,1.0
knapa maxim eror,0.0
mantap,1.0
percuma ngasih promo segala macem kalau akun drivernya normal gk potong promonya bayar sama aja harga normal,0.0
baik,1.0
no tlp call center adu buah toko punya no tlp usaha maxim kok gk punya no tlp call center jam y,0.0
draper nya banyak males banyak songong cmn minta panggil nama aja ngga d suruh nyari soal hp nya mati malah suruh batalinn emang dasar terus aku kalau pake maxim draiver nya tuh sombong ngga ramah malah kalau bawa anak slalu lebihin ttp draiver nya ngga mau udh murah bawa anak ribet dasar,0.0
top up saldo kog nggk masuk aplikasi apa,0.0
sistem pilih titik tuju map susah akurat,0.0
pesan ga dibatalin tuh gimana aplikasi busuk,0.0
sangat sangatttttt bad very badd gin mau laku keras gimana jelas kalah sama grabgojekshopefood masak order kali kaliiiii tinggi hargaaaaa baru ambil buru rumah sakit kalo harga gak tinggi gak mau ngambil ken rasa ku tepok pala driver nya gin mau laku gmna gak ngotak sama sekali,0.0
mantap,1.0
makasih pk,1.0
order malam buat pagi udah dapet driver pas malam hari eh pagi tiba ganti driver sendiri mana saldo kaspro potong x maksud gimana fitur chatnya sering ngebug mana lokasi gak akurat parah,0.0
aduh gmana sih inimsa aku mau pesan makan malah loadinggak jelas bet dah,1.0
driver ramah,1.0
gajelas driver ga jujur sistem bobrok mending tetangga grab maxim g aman,1.0
lokasi yg tuju susah nyarinya,0.0
sangat bantu,1.0
gila nerima order driver kilo cuman harga argo parah ni apk titik maps gk pernah sesuai,0.0
bagus,1.0
keren,1.0
bagus,1.0
good,1.0
sangat baik,1.0
scam tukang boong kata dapet saldo k malah boong,0.0
mau tanya yg cuma sibolga sumatera utara aja yg padahal kabupaten tapanuli tengah camat pandan lebih luas jangkau banyak ketimbang kota sibolga mohon segera kabupaten tapanuli tengah camat pandan,1.0
bagus,1.0
mantap,1.0
baik,1.0
isi ribu pakai ribu saldo malah jadi rb ngeri banget sedot,0.0
mantap,1.0
nyaman murah,1.0
apk jelek lawak sepi kalah saing gabisa non cash lawak bikin apk yg bener anj kalo gabisa kelas gojek apus apk,0.0
aplikasi sering errorsistemnya sangat burukdisaat orang mau perlu berangkat kerjaeh malah ga mesanmurah sih murahtapi ga gitu,0.0
baik,1.0
cepat harga jangkau trimakasih maxim,1.0
cari alamat nya susah ga dpet meps nya ga lengkapga kya aplikasi hijau cari alamat tuju langsung nongol,0.0
mantap,1.0
lot beli makan keburu mati dlu,0.0
kecewa batal order todak laku padahal pilih batal semtara ajak keliling keliling sama aplikasi ubah order,0.0
aplikasi banyak masalah kadang lihat pesan kadang cari yg ingin,0.0
dapet order jauh terus kadang yg menit mau bunuh driver gmn sy cm langgan tp punya hati,0.0
aneh bandara biaya tambah apa,0.0
abgny baik,1.0
murah aman percaya driver ramah suka maxim,1.0
nyaman banget,1.0
susah bngt ngisi data profill gmna mau pesan klo profil aja susah buat isi pas udh isi malah tanggal lahir salah pdhl ngisinya nama gbisa sllu tulis tanggal lahir salah gimana,0.0
aplikasi nggk jelassaldo akun guna apasaya bayar pakai saldo tagih pengemuditerus janji si sales kata akun pakai jalan apasaya minta ganti rugisaya tipu,0.0
mantap dah,1.0
driver niat respon padahal ada darurat posisi driver sekitar lokasi beri tip tambah merespon,0.0
driver nya ramah baik,1.0
salah rute,0.0
jelek apk susah daftar,0.0
ramah,1.0
komunikasi baik,1.0
sangat bantu,1.0
gak nerima sms,0.0
kalo ujan order mau ambil langgan guna cepat biaya tambah licik,1.0
sabarbaik on time baik pokok nya,1.0
driver nya buta map semua dah gitu gk baca map dah gitu ngechat customer p gw ingetin tuh nama nya ekhfada gilang gw lupa nama lengkap,0.0
bagus,1.0
bagus cepat,1.0
kecewa banget sama maxim mending fitur kaspro tiada isi ulang nya kena adm mahal waktu saldo masuk potong adm terlalu banyak adm saldo masuk sangat lama mau komplain fitur bantu malah suruh chrome isi data segala macam isi malah pake kode bukan robot kode selalu salah sulit buat komplain akhir komplain sini,0.0
mantap baik sombong orang,1.0
buruk bangett driver enak matik harga tinggi developer beri nilai driver nya dong biar efek jera,1.0
kode verivikasi gak masuk masuk udah lewat wa sms sama aja,0.0
kemudi baik ramah,1.0
ramah supri nya makasih abang,1.0
good job,1.0
dong tingkat cari kurir utama pesan antar makan susah kali dpat kurir kasih bintang gin dlu,1.0
chatnya suka ga notif,1.0
oke,1.0
respon baik ramah bangetz mantap,1.0
mles pake maxim kebanyakn dapet driver cabul semua,0.0
kali kalau jam tunggu gak yg ambil pesan kasih tombol batal yg mutu agas pesasan batal,1.0
ramah nyaman utama selamat,1.0
alami kendalasaat mau loginnya selalu gagal,0.0
kadang salah map peta kadang order batal batal kadang slow respon,0.0
layan baik,1.0
mohon tingkat customer lama nunggu driver butuh padahal banyak driver dekat yg tugas justru yg jauh prioritas sdh beli atribut,1.0
top up dana maxim wallet muncul dana nya aplikasi,1.0
baik ramah utama selamat,1.0
terima kasih mas maxim,1.0
punya aplikasi ewallet dicancel jadi tunai kecewa banget map nya batas pokok nya kecewa banget pakai maxim,0.0
cepat datang murah lagi makasih maxim aku jadi lambat lagiii,1.0
bagus,1.0
map mana parahhh parah,0.0
udah kayak dulu aplnya masa sekian bnyak kemudi yg mau ambil order padahal lihat dri mapsnya bnyak kemudi maxim liar apa krna tarif yg murah jdi mau ambil order jujurly sya sangat kecewa,1.0
terimakasih bnyk bng,1.0
abang y tepat waktusesuai harap,1.0
aplikasi bagus daftar login kirim kode perifikasi,1.0
butuh udah instal mau login otp gak masuk malah lebih batas minta padahal gk kode masuk nomor telepon aktif dong baik bug,1.0
baik karna lokasi cari susah temu sangat repot,0.0
mantap,1.0
terimakasih sangat baik,1.0
bayangin aja argo potong layan hasil macam apa dah belah minimal rb anjay fix untung kaga buntung iya,1.0
terimakasih,1.0
bagus,1.0
klo pesan maxim padahal banyak yg dekat titik tpi selalu kasih yg jauh,1.0
aplikasi sangat bagus sekali,1.0
sangat ribet susah temu titik,0.0
terimakasih,1.0
aplikasi rusak titik jemput efektif rusak jelek,0.0
baik,1.0
maxim food buruk parah masa warung tutup tp aplikasi terima order alhasil driver yg jd korban ga dibatalin kapok sumpah pake aplikasi,0.0
buruk aplikasi erorr mulu,0.0
sangat manfaat,1.0
bantu beli makan amanah jujur,1.0
jelek,0.0
semngat twrus,1.0
susah cari driver,0.0
good,1.0
good,1.0
terimakasih mau nalangin,1.0
